id,Address,found_address,coordinates
17175,"օհանովի փողոց 29/9, երևան","Armenia, Yerevan, Ohanov Street, 29/9","40.180412,44.44458"
17178,"քաջազնունու փողոց 10, երևան","Armenia, Yerevan, Kajaznuni Street, 10","40.16887,44.519508"
17184,"մեսրոպ մաշտոցի պողոտա 34, երևան","Armenia, Yerevan, Mashtots Avenue, 34","40.183251,44.510885"
17205,"զաքարիա քանաքեռցու փողոց 133, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 133","40.229866,44.548407"
17208,"ծարավ աղբյուրի փողոց 55/20, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/20","40.219124,44.550581"
17216,"կուրղինյանի փողոց 13, երևան","Armenia, Yerevan, Kurghinyan Street, 13","40.168491,44.468978"
17222,"ադմիրալ իսակովի պողոտա 50/7, երևան","Armenia, Yerevan, Tsovakal Isakov Avenue, 50/7","40.161544,44.433378"
17230,"կորյունի փողոց 13, երևան","Armenia, Yerevan, Koryun Street, 13","40.188611,44.522949"
17264,"դավթաշենի 9-րդ փողոց, երևան","Armenia, Yerevan, Davtashen 9th Street","40.217596,44.483082"
17270,"մոսկովյան փողոց 10, երևան","Armenia, Yerevan, Moskovyan Street, 10","40.188246,44.517325"
17271,"գարեգին հովսեփյան փողոց 24/5, երևան","Armenia, Yerevan, Garegin Hovsepyan Street, 24/5","40.178007,44.538373"
17290,"դուրյան թաղամաս 38, երևան","Armenia, Yerevan, The Administrative District of Avan, Duryan District, 38","40.21232,44.582112"
17292,"leningradyan street 23/2, yerevan","Armenia, Yerevan, Kirk Kerkorian Street, 23/2","40.190685,44.471996"
17296,"ավանեսովի փակուղի, երևան","Armenia, Yerevan, Avanesov Street","40.131549,44.528815"
17316,"րաֆֆու փողոց 111, երևան","Armenia, Yerevan, Raffi Street, 111","40.173501,44.429452"
17321,"բայրոնի փողոց 10, երևան","Armenia, Yerevan, Byron Street, 10","40.186586,44.518197"
17337,"թևոսյան փողոց , երևան","Armenia, Yerevan, Tevosyan Street","40.189651,44.588077"
17345,"նոր արեշի 12-րդ փողոց 99/1, երևան","Armenia, Yerevan, Nor Aresh 12th Street, 99/1","40.141092,44.519293"
17348,"սուրբ գրիգոր լուսավորչի փողոց 12, երևան","Armenia, Yerevan, Surb Grigor Lusavorich Street, 12","40.177256,44.503959"
17349,"զորավար անդրանիկի փողոց 13/7, երևան","Armenia, Yerevan, Zoravar Andranik Street, 13/7","40.179944,44.447338"
17353,"գյուլբենկյան փողոց 34ա, երևան","Armenia, Yerevan, Gyulbenkyan Street, 34A","40.200846,44.496314"
17370,"կոմիտասի պողոտա 38, երևան","Armenia, Yerevan, Komitas Avenue, 38","40.205461,44.506016"
17371,"սայաթ-նովայի պողոտա 19/1, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 19/1","40.182989,44.520092"
17373,"թումանյան փողոց 32, երևան","Armenia, Yerevan, Tumanyan Street, 32","40.183272,44.516652"
17389,"աբովյան փողոց 62, երևան","Armenia, Yerevan, Abovyan Street, 62","40.191229,44.529354"
17404,"անտառային փողոց 3, երևան","Armenia, Yerevan, Antarayin Street, 3","40.191298,44.517451"
17406,"զորավար անդրանիկի փողոց 10, երևան","Armenia, Yerevan, Zoravar Andranik Street, 10","40.184229,44.447984"
17417,"դավթաշեն 4-րդ թաղամաս 51, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 4th Block, 51","40.223132,44.499745"
17421,"բաղյան փողոց 2-րդ նրբանցք 5, երևան","Armenia, Yerevan, Baghyan Street 2nd Lane, 5","40.192834,44.565026"
17441,"հրաչյա քոչար փողոց, yerevan","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
17442,"լյուքսեմբուրգ փողոցի 1-ին նրբանցք 3, երևան","Armenia, Yerevan, Lyuksemburg Street 1st Lane, 3","40.188956,44.56349"
17456,"garegin nzhdeh street 58, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 58","40.150205,44.509501"
17463,"խանջյան փողոց 35, երևան","Armenia, Yerevan, Khanjyan Street, 35","40.178187,44.522554"
17464,"մանթաշյան փողոց 42, երևան","Armenia, Yerevan, Mantashyan Street, 42","40.154307,44.484573"
17472,"օրբելի եղբայրների փողոց 18, երևան","Armenia, Yerevan, Orbeli Brothers Street, 18","40.193764,44.489774"
17486,"տերյան փողոց 4, երևան","Armenia, Yerevan, Teryan Street, 4","40.180943,44.512448"
17488,"մամիկոնյան փողոց 49, yerevan","Armenia, Ararat Region, Hayanist village, ulitsa V. Mamikonyana","40.124198,44.374412"
17491,"եկմալյան փողոց 1, երևան","Armenia, Yerevan, Yekmalyan Street, 1","40.184402,44.508854"
17494,"նորաշեն թաղամաս 5, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 5","40.211446,44.465196"
17505,"մարշալ խուդյակովի փողոց 84/2, երևան","Armenia, Yerevan, Marshal Khudyakov Street, 84/2","40.211432,44.570721"
17516,"ադոնցի փողոց 6մ3, երևան","Armenia, Yerevan, Adonts Street, 3","40.209875,44.528411"
17521,"չեխովի փողոց 39/1, երևան","Armenia, Yerevan, Chekhov Street, 39/1","40.149523,44.475123"
17525,"վերին անտառային փողոց 123/3, երևան","Armenia, Yerevan, Verin Antarayin Street, 123/3","40.194729,44.511747"
17529,"tbilisian highway 7/8, երևան","Armenia, Yerevan, The Administrative District of Nubarashen, microdistrict G-7, 8","40.082147,44.541221"
17535,"վանի 1915 թվականի հերոսամարտի փողոց 2, երևան","Armenia, Yerevan, 1915 Defense of Van Street, 2","40.181625,44.529246"
17537,"զորավար անդրանիկի փողոց 121, երևան","Armenia, Yerevan, Zoravar Andranik Street, 121","40.166141,44.445469"
17550,"եղիշե թադևոսյան փողոց 3, երևան","Armenia, Yerevan, Yeghishe Tadevosyan Street, 3","40.146917,44.491741"
17552,"viktor hambardzumyan street 113, yerevan","Armenia, Yerevan, Viktor Hambardzumyan Street, 113","40.198965,44.504228"
17556,"վարդանանց փողոց 18/1, երևան","Armenia, Yerevan, Vardanants Street, 18/1","40.175982,44.51932"
17564,"կոմիտասի պողոտա 35a, երևան","Armenia, Yerevan, Komitas Avenue, 35A","40.206893,44.507013"
17577,"mamikonyants street, yerevan","Armenia, Yerevan, Mamikonyants Street","40.209352,44.516795"
17578,"արամ խաչատրյան փողոց 32, երևան","Armenia, Yerevan, Aram Khachatryan Street, 32","40.207954,44.505701"
17591,"улица нар-дос 34, yerevan","Armenia, Yerevan, Nar-Dos Street 2nd Lane, 39/1","40.164487,44.514415"
17598,"կարապետ ուլնեցու փողոց 58/10բ, երևան","Armenia, Yerevan, Karapet Ulnetsi Street, 58/10B","40.19787,44.535948"
17602,"լենինգրադյան փողոց 32, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 32","40.191739,44.473236"
17603,"կարապետ ուլնեցու փողոց 3-րդ փակուղի 2/1, երևան","Armenia, Yerevan, Karapet Ulnetsi Street, 2","40.196781,44.526928"
17619,"բաշինջաղյան փողոց 2-րդ նրբանցք 2, երևան","Armenia, Yerevan, Bashinjaghyan Street 2nd Lane, 2","40.205702,44.467244"
17673,"լվովյան փողոց 21/5, երևան","Armenia, Yerevan, Lvovyan Street, 21/5","40.19891,44.554785"
17674,"ծարավ աղբյուր փողոց 55/9, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/9","40.217286,44.551821"
17689,"սամվել գևորգյան փողոց 90/8, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Samvel Gevorgyan Street, 90/8","40.218195,44.472383"
17710,"նաիրի զարյան փողոց 74a, երևան","Armenia, Yerevan, Nairi Zaryan Street, 74A","40.203622,44.516256"
17713,"տպագրիչների փողոց 13, երևան","Armenia, Yerevan, Tpagrichner Street, 13","40.177174,44.520703"
17715,"մեսրոպ մաշտոցի պողոտա 1, երևան","Armenia, Yerevan, Mashtots Avenue, 1","40.176815,44.502342"
17720,"norashen block, yerevan","Armenia, Yerevan, The Administrative District of Ajapnyak, Lukashin District","40.195872,44.454722"
17721,"դավթաշեն 1-ին թաղամաս 1, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 1","40.221376,44.487555"
17736,"այգեստան 7-րդ փողոց, երևան","Armenia, Yerevan, Armen Takhtajian Street","40.174507,44.524081"
17765,"vagharsh vagharshyan street, երևան","Armenia, Yerevan, Vagharshyan Street","40.200804,44.499997"
17773,"հրաչյա աճառյանի փողոց 18, երևան","Armenia, Yerevan, Acharyan Street, 18","40.215282,44.563319"
17777,"shahamiryany street, yerevan","Armenia, Yerevan, Shahamiryanner Street","40.14196,44.485804"
17780,"մարշալ բաբաջանյան փողոց 5/3, երևան","Armenia, Yerevan, Marshal Babajanyan Street, 5/3","40.219834,44.565376"
17787,"ավետիս ահարոնյան փողոց , երևան","Armenia, Yerevan, Avetis Aharonyan Street","40.203787,44.536388"
17788,"karapet ulnetsi street, yerevan","Armenia, Yerevan, Karapet Ulnetsi Street","40.203869,44.534879"
17831,"komitas avenu 32, երևան","Armenia, Yerevan, Komitas Avenue, 32","40.204262,44.503015"
17852,"մաշտոցի պողոտա 2, երևան","Armenia, Yerevan, Mashtots Avenue, 2","40.176498,44.502854"
17856,"վարդանանց փողոցի անցուղի, երևան","Armenia, Yerevan, Vardanants Street Drive","40.179027,44.518502"
17864,"նար-դոսի փողոց 18, երևան","Armenia, Yerevan, Nar-Dos Street, 18","40.165066,44.513723"
17868,"1-й тупик проспекта тигран мец 10, ереван","Armenia, Yerevan, Tigran Mets Avenue 1st Blind Alley, 10","40.159497,44.5088"
17873,"արտեմ միկոյան փողոց 2/2, երևան","Armenia, Yerevan, Artem Mikoyan Street, 2/2","40.181935,44.571718"
17878,"վահան տերյանի փողոց 107, երևան","Armenia, Yerevan, Teryan Street, 107","40.19229,44.525311"
17887,"մինսկի փողոց 32, երևան","Armenia, Yerevan, Minsk Street, 32","40.172591,44.570766"
17888,"առնո բաբաջանյան փողոց 4, երևան","Armenia, Yerevan, Arno Babajanyan Street, 4","40.17226,44.434959"
17891,"улица мовсеса хоренаци 47, ереван","Armenia, Yerevan, Khorenatsi Street, 47","40.16357,44.516589"
17901,"մոսկովյան փողոց 19, երևան","Armenia, Yerevan, Moskovyan Street, 19","40.186696,44.520272"
17904,"նորագավիթի 1-ին փողոց 8ա, երևան","Armenia, Yerevan, Noragavit 1st Street, 8Ա","40.125481,44.477189"
17908,"արամ խաչատրյան փողոց 29/1, երևան","Armenia, Yerevan, Aram Khachatryan Street, 29/1","40.208608,44.504003"
17918,"մոլդովական փողոց 49/74, երևան","Armenia, Yerevan, Moldovakan Street, 49/74","40.195486,44.577549"
17934,"տերյան փողոց 3a, երևան","Armenia, Yerevan, Teryan Street, 3A","40.181825,44.512349"
17944,"լվովյան փողոց 21, երևան","Armenia, Yerevan, Lvovyan Street, 21","40.198407,44.555136"
17946,"ավետիս ահարոնյան փողոց 10/2, երևան","Armenia, Yerevan, Avetis Aharonyan Street, 10/2","40.203463,44.536513"
17959,"գևորգ վարդանյան փողոց 2/1, երևան","Armenia, Yerevan, Gevorg Vardanyan Street, 2/1","40.20223,44.511262"
17978,"charents street 76/5, yerevan","Armenia, Yerevan, Charents Street, 76/5","40.170359,44.524198"
17994,"հանրապետության փողոց 79, երևան","Armenia, Yerevan, Hanrapetutyan Street, 79","40.178924,44.520649"
17999,"ներքին շենգավիթ 11-րդ փողոց, երևան","Armenia, Ararat Region, Norabats village, 11-րդ փողոց","40.114736,44.435148"
18017,"տիգրան պետրոսյանի փողոց 7/1, երևան","Armenia, Yerevan, Shirak Street, 7/1","40.143098,44.463822"
18019,"կորյունի փողոց 1, երևան","Armenia, Yerevan, Koryun Street, 1","40.185876,44.525707"
18029,"վարդանանց փողոց 109, երևան","Armenia, Yerevan, Vardanants Street, 109","40.168512,44.522617"
18039,"շրջանային փողոց 2/6, երևան","Armenia, Yerevan, Shrjanayin Street, 2/6","40.175747,44.466705"
18041,"hrachya kochar street, yerevan","Armenia, Yerevan, Hrachya Kochar Street","40.201348,44.501821"
18046,"թումանյան թաղամաս 8, երևան","Armenia, Yerevan, The Administrative District of Avan, Tumanyan District, 8","40.217444,44.572823"
18066,"աղբյուր սերոբի փողոց 11/3, երևան","Armenia, Yerevan, Aghbyur Serob Street, 11/3","40.198497,44.505135"
18072,"սեբաստիայի փողոց 143, երևան","Armenia, Yerevan, Sebastia Street, 143","40.171751,44.457884"
18085,"vilnius street 5, yerevan","Armenia, Yerevan, Vilnius Street, 5","40.174555,44.575518"
18097,"40.197552, 44.568546, երևան","Armenia, Yerevan","40.177642,44.512519"
18099,"ջիվանու փողոց 1-ին նրբանցք, երևան","Armenia, Yerevan, Jivani Street 1st Lane","40.169345,44.451156"
18102,"ակսել բակունցի փողոց, երևան","Armenia, Yerevan, Bakunts Street","40.190981,44.571557"
18104,"մանանդյան փողոց 15, երևան","Armenia, Yerevan, Manandyan Street, 15","40.15206,44.485462"
18119,"արմեն թախտաջյան փողոց, երևան","Armenia, Yerevan, Armen Takhtajian Street","40.174507,44.524081"
18129,"անտառային փողոց 154/8, երևան","Armenia, Yerevan, Antarayin Street, 154/8","40.19426,44.510067"
18138,"մայակ թաղամաս 39, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, Mayak Quarter, 39","40.184105,44.593835"
18147,"գյուլիքևխյան փողոց , երևան","Armenia, Yerevan, Gyulikevkhyan Street","40.186916,44.572527"
18155,"սունդուկյան փողոց 27, երևան","Armenia, Yerevan, Sundukyan Street, 27","40.201259,44.503087"
18158,"ֆուչիկի 2-րդ նրբանցք 7, երևան","Armenia, Yerevan, Fuchik Street 2nd Lane, 7","40.202802,44.475123"
18160,"վարդանանց փողոց 27, երևան","Armenia, Yerevan, Vardanants Street, 27","40.171199,44.522033"
18200,"ազատության պողոտա 9, երևան","Armenia, Yerevan, Azatutyan Avenue, 9","40.202168,44.522149"
18216,"գևորգ հովսեփյանի փողոց, երևան","Armenia, Yerevan, Garegin Hovsepyan Street","40.178283,44.540161"
18222,"երզնկյան փողոց , երևան","Armenia, Yerevan, Yerznkyan Street","40.194343,44.493646"
18223,"16 թաղամաս 16, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 16","40.220543,44.486648"
18224,"կոմիտասի պողոտա 22, երևան","Armenia, Yerevan, Komitas Avenue, 22","40.202774,44.499368"
18263,"իսահակյան փողոց 18, երևան","Armenia, Yerevan, Isahakyan Street, 18","40.186131,44.52347"
18269,"39-я улица арабкир 1ա, ереван","Armenia, Yerevan, Gevorg Vardanyan Street, 1Ա","40.201962,44.511684"
18295,"արգիշտիի փողոց 7/13, երևան","Armenia, Yerevan, Argishti Street, 7/13","40.16947,44.503851"
18311,"ձորափի փողոց 40/1, երևան","Armenia, Yerevan, Dzorap Street, 40/1","40.181942,44.497239"
18323,"ֆուչիկի փողոց, 1-ին նրբանցք 15, երևան","Armenia, Yerevan, Fuchik Street 1st Lane, 15","40.204097,44.476479"
18329,"գոգոլի փողոց 26/2, երևան","Armenia, Yerevan, Gogol Street, 26/2","40.198469,44.543952"
18337,"շիրակի փողոցի 4-րդ նրբանցք 3, երևան","Armenia, Yerevan, Shirak Street 4th Lane, 3","40.147696,44.455324"
18347,"chekhov street 47, երևան","Armenia, Yerevan, Chekhov Street, 47","40.149185,44.473083"
18348,"վիլնյուսի փողոց 1, երևան","Armenia, Yerevan, Vilnius Street, 1","40.173728,44.574449"
18352,"դավթաշենի 9-րդ փողոց 51, երևան","Armenia, Yerevan, Davtashen 9th Street, 51","40.215351,44.487367"
18367,"ծովակալ իսակովի պողոտա 30, երևան","Armenia, Yerevan, Tsovakal Isakov Avenue, 30","40.161985,44.447913"
