id,Address,found_address,coordinates
8274,"աբովյան փողոց 21, երևան","Armenia, Yerevan, Abovyan Street, 21","40.185394,44.520362"
8292,"կուրղինյան նրբանցք, երևան","Armenia, Yerevan, Kurghinyan Street Lane","40.169876,44.467056"
8315,"ներքին շենգավիթի 11-րդ փողոց 37/2, երևան","Armenia, Yerevan, Vahram Aristakesyan Street, 37/2","40.137851,44.481914"
8318,"մաշտոցի պողոտա 50, երևան","Armenia, Yerevan, Mashtots Avenue, 50","40.189259,44.518053"
8319,"հաղթանակի 2-րդ փողոց, երևան","Armenia, Yerevan, Haghtanak 2nd Street","40.182658,44.425392"
8333,"գարեգին նժդեհի փողոց 15, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 15","40.152363,44.490367"
8352,"մկրտիչ սարգսյան փողոց 40, երևան","Armenia, Yerevan, Mkrtich Sargsyan Street, 40","40.228283,44.542218"
8353,"ավան 14-րդ փողոց, երևան","Armenia, Yerevan, Avan 14th Street","40.216439,44.565754"
8377,"ռոստոմի փողոց 32, երևան","Armenia, Yerevan, Rostom Street, 30","40.16672,44.517972"
8386,"կոմիտասի պողոտա 48, երևան","Armenia, Yerevan, Komitas Avenue, 48","40.206528,44.511998"
8399,"այգեստան թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Kentron, Aygestan District","40.180522,44.52868"
8425,"նանսեն փողոցի նրբանցք 2, երևան","Armenia, Yerevan, Nansen Street Lane, 2","40.200853,44.564002"
8435,"մաշտոցի պողոտա 33/1, երևան","Armenia, Yerevan, Mashtots Avenue, 33/1","40.185497,44.511873"
8437,"դավիթ մալյան փողոց 10, երևան","Armenia, Yerevan, Davit Malyan Street, 10","40.207699,44.568556"
8447,"viktor hambartsumyan street, yerevan","Armenia, Yerevan, Viktor Hambardzumyan Street","40.197236,44.500635"
8449,"թոթովենցի փողոց 4, երևան","Armenia, Yerevan, Totovents Street, 4","40.202788,44.569293"
8456,"աքսել բակունցի փողոց, երևան","Armenia, Yerevan, Bakunts Street","40.190981,44.571557"
8461,"վիլնյուսի փողոց 71, երևան","Armenia, Yerevan, Vilnius Street, 71","40.170655,44.563337"
8471,"մամիկոնյանց փողոց 42-44, երևան","Armenia, Yerevan, Mamikonyants Street, 42-44","40.209593,44.518538"
8483,"դավթաշեն 2-րդ թաղամաս 18, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 2nd Block, 18","40.226306,44.495371"
8498,"դրոյի փողոց 7, երևան","Armenia, Yerevan, Dro Street, 7","40.200515,44.537645"
8503,"minsk street, yerevan","Armenia, Yerevan, Minsk Street","40.177608,44.576515"
8577,"սվաճյան փողոց 39/3, երևան","Armenia, Yerevan, Svachyan Street, 39/3","40.175348,44.446394"
8592,"ամիրյան փողոց 26/4, երևան","Armenia, Yerevan, Amiryan Street, 26/4","40.182989,44.506105"
8597,"նորաշեն թաղամաս 28, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 28","40.214297,44.471116"
8599,"vardanants st 1, yerevan","Armenia, Yerevan, Vardanants Street, 5","40.179206,44.517622"
8608,"տիգրան պետրոսյան փողոց 36, երևան","Armenia, Yerevan, Tigran Petrosyan Street, 36","40.219765,44.492388"
8609,"զարյան փողոց 52, երևան","Armenia, Yerevan, Nairi Zaryan Street, 52","40.204173,44.513526"
8613,"ծիծեռնակաբերդի խճուղի 11/1, երևան","Armenia, Yerevan, Tsitsernakaberd Highway, 11/1","40.181335,44.482174"
8617,"ալիխանյան փողոց 12, երևան","Armenia, Yerevan, Alikhanyan Street, 12","40.189314,44.510992"
8630,"մառի փողոցի նրբանցք 4, երևան","Armenia, Yerevan, Mar Street Lane, 4","40.187047,44.567308"
8644,բնակելի համալիր ատլանտիս երևան,"Armenia, Yerevan,  Atlantis Yerevan Residential Complex","40.212059,44.50615"
8658,"soghomon taronts street, yerevan","Armenia, Yerevan, Soghomon Taronts Street","40.145917,44.485166"
8660,"վահրամ փափազյան փողոց 15, երևան","Armenia, Yerevan, Vahram Papazyan Street, 15","40.201569,44.503779"
8661,"աղբյուր սերոբի փողոց 2ա, երևան","Armenia, Yerevan, Aghbyur Serob Street, 2Ա","40.196354,44.501066"
8664,"տիչինայի փողոց 15, երևան","Armenia, Yerevan, Tychyna Street, 15","40.182741,44.462429"
8665,"աթոյան փողոց, երևան","Armenia, Yerevan, Atoyan Street","40.142271,44.517739"
8667,"կարապետ ուլնեցու փողոցի 2-րդ փակուղի, երևան","Armenia, Yerevan, Hrachya Acharyan Street 2nd Deadlock","40.226788,44.56199"
8669,"4-րդ բնակելի զանգված, երևան","Armenia, Yerevan, The Administrative District of Nor Nork, 4th Residential Area","40.189018,44.573874"
8680,"ադոնցի փողոց 90, երևան","Armenia, Yerevan, Adonts Street","40.212375,44.522967"
8685,"բաղյան 2-րդ նրբանցք, երևան","Armenia, Yerevan, Baghyan Street 2nd Lane","40.193957,44.565529"
8691,"սեբաստիայի փողոց 3/3b, երևան","Armenia, Yerevan, Sebastia Street, 3/3B","40.188425,44.462852"
8692,"улица верин антараин 186/11, ереван","Armenia, Yerevan, Verin Antarayin Street, 186/11","40.196843,44.50872"
8701,"գևորգ ջահուկյան փողոց 69, երևան","Armenia, Yerevan, Gevorg Jahukyan Street, 69","40.187585,44.528069"
8709,"улица монте мелконяна 48, ереван","Armenia, Yerevan, Monte Melkonyan Street, 48","40.1858,44.477404"
8712,"գարեգին նժդեհի հրապարակ, երևան","Armenia, Yerevan, Garegin Nzhdeh Square","40.151219,44.483216"
8713,"մինսկի փողոց 27, երևան","Armenia, Yerevan, Minsk Street, 27","40.174783,44.572015"
8716,"շիրվանզադեի փողոց 2, երևան","Armenia, Yerevan, Shirvanzade Street, 2","40.207058,44.525365"
8722,"կոմիտասի պողոտա 56, երևան","Armenia, Yerevan, Komitas Avenue, 56","40.205984,44.5179"
8735,"նորաշեն թաղամաս 26, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 26","40.214318,44.470317"
8745,"narekatsi district, yerevan","Armenia, Yerevan, The Administrative District of Avan, Narekatsi District","40.219634,44.580639"
8751,"լուկաշին փողոց 1, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Lukashin District, 6/9","40.189114,44.453662"
8764,"ազատության պողոտա 9/4, երևան","Armenia, Yerevan, Azatutyan Avenue, 9/4","40.202926,44.518933"
8765,"սայաթ-նովայի պողոտա 20, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 20","40.180378,44.522221"
8766,"պավել սաֆյան անցուղի, երևան","Armenia, Yerevan, Pavel Safyan Lane","40.199943,44.567874"
8787,"ղափանցյան փողոց 59, երևան","Armenia, Yerevan, Ghapantsyan Street, 59","40.223001,44.525087"
8791,"արամի փողոց 86, երևան","Armenia, Yerevan, Aram Street, 86","40.184539,44.507561"
8795,"ավետիք իսահակյան փողոց, երևան","Armenia, Yerevan, Isahakyan Street","40.188205,44.520137"
8798,"հրաչյա քոչարի փողոց 44/53, երևան","Armenia, Yerevan, Hrachya Kochar Street, 44","40.203904,44.508711"
8804,"սասունցի դավիթ փողոցի նրբանցք, երևան","Armenia, Yerevan, Sasuntsi Davit Street Lane","40.153052,44.521395"
8808,"խանջյան փողոց 7, երևան","Armenia, Yerevan, Khanjyan Street, 7","40.173832,44.51631"
8813,"վահագնի թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Vahagni District","40.22004,44.448497"
8821,"ռուբինյանց փողոց 27/95, երևան","Armenia, Yerevan, Rubinyants Street, 27/95","40.209765,44.551632"
8834,"մելիք մելիքյան փողոցի նրբանցք 7, երևան","Armenia, Yerevan, Meliq Meliqyan Street Lane, 7","40.228241,44.546781"
8835,"նորաշեն թաղամաս 40, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 40","40.211666,44.47329"
8842,"արգիշտի փողոց 48/8, երևան","Armenia, Yerevan, Argishti Street, 48/8","40.173384,44.498892"
8852,"մինսկի փողոց 5, երևան","Armenia, Yerevan, Minsk Street, 5","40.176505,44.57268"
8854,"առնո բաբաջանյան փողոց 93, երևան","Armenia, Yerevan, Arno Babajanyan Street, 93","40.164783,44.441103"
8857,"առնո բաբաջանյան փողոց 109, երևան","Armenia, Yerevan, Arno Babajanyan Street, 109","40.16397,44.442298"
8880,"տաշքենդի փողոց 4/1, երևան","Armenia, Yerevan, Tashkent Street, 4/1","40.226499,44.574045"
8881,"ռոստովյան փողոց 15, երևան","Armenia, Yerevan, Rostovyan Street, 15","40.150915,44.516984"
8885,"դավթաշեն 2-րդ թաղամաս , երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 2nd Block","40.225053,44.495065"
8898,"բելյակովի փողոց, երևան","Armenia, Yerevan, Mikayel Nalbandyan Street Lane","40.180584,44.517891"
8904,"հովսեփ էմինի փողոց 2/1, երևան","Armenia, Yerevan, Hovsep Emin Street, 2/1","40.203036,44.490556"
8907,"նորք-մարաշ վարչական շրջան, երևան","Armenia, Yerevan, The Administrative District of Nork-Marash","40.179985,44.539855"
8921,"ազատության պողոտա 12/3, երևան","Armenia, Yerevan, Azatutyan Avenue, 12/3","40.203084,44.524916"
8925,"զորավար անդրանիկի փողոց 42, երևան","Armenia, Yerevan, Zoravar Andranik Street, 42","40.177091,44.444194"
8927,"միքայել չայլախյան փողոց 41, երևան","Armenia, Yerevan, Mikhail Chailakhyan Street, 41","40.182968,44.528608"
8933,"եղիշե թադևոսյան փողոցի նրբանցք 22, երևան","Armenia, Yerevan, Yeghishe Tadevosyan Street Lane","40.143546,44.486657"
8935,"աթենքի փողոց 6, երևան","Armenia, Yerevan, Atenk Street, 6","40.178469,44.493161"
8938,"կոմիտասի պողոտա 25/2, երևան","Armenia, Yerevan, Komitas Avenue, 25/2","40.206074,44.503905"
8950,"նուբարաշենի 6-րդ փողոց, երևան","Armenia, Yerevan, Nubarashen 6th Street","40.093283,44.551542"
8954,"անաստաս միկոյան փողոց 23, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 25","40.216494,44.494661"
8955,"ծարավ աղբյուրի փողոց 61/4, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 61/4","40.218512,44.553294"
8969,"մոլդովական փողոց , երևան","Armenia, Yerevan, Moldovakan Street","40.19871,44.568511"
8972,"մոլդովական փողոց 20, yerevan","Armenia, Yerevan, Moldovakan Street, 20","40.205523,44.571638"
8980,"տիգրան մեծի պողոտա 10/34, երևան","Armenia, Yerevan, Tigran Mets Avenue, 10/34","40.17441,44.513544"
8982,"հալաբյան փողոց 41, երևան","Armenia, Yerevan, Halabyan Street, 41","40.200446,44.479201"
9036,"նոր արեշի 35-րդ փողոց 127/3, երևան","Armenia, Yerevan, Nor Aresh 35th Street, 127/3","40.132535,44.525473"
9049,"արգիշտի փողոց 11/11, երևան","Armenia, Yerevan, Argishti Street, 11/11","40.171482,44.502899"
9053,"проспект комитаса, yerevan","Armenia, Yerevan, Komitas Avenue","40.206239,44.50721"
9062,"բնակելի համալիր գրիբոյեդով պարկ, երևան","Armenia, Yerevan, Griboedov Park Residential Complex","40.210984,44.512744"
9068,"երզնկյան փողոց 1, երևան","Armenia, Yerevan, Yerznkyan Street, 1","40.193985,44.493296"
9078,"շևչենկոյի փողոց 7, երևան","Armenia, Yerevan, Shevchenko Street, 7","40.155933,44.483423"
9103,"վերֆելի փողոց 20, երևան","Armenia, Yerevan, Verfel Street, 20","40.175499,44.491445"
9110,"շիրակի փողոց 3, երևան","Armenia, Yerevan, Shirak Street, 3","40.142098,44.46507"
9120,"արաբկիրի 21-րդ փողոց 1, երևան","Armenia, Yerevan, Ruben Sevak Street, 1","40.200853,44.506842"
9122,"զորավար անդրանիկի փողոց 20, երևան","Armenia, Yerevan, Zoravar Andranik Street, 20","40.18148,44.446332"
9124,"արշակունյաց պողոտա 192, երևան","Armenia, Yerevan, Arshakunyats Avenue, 192","40.14478,44.496745"
9137,"արշակունյաց պողոտա 302, երևան","Armenia, Yerevan, Arshakunyats Avenue, 302","40.130536,44.479309"
9144,"անտառային փողոց 160/7, երևան","Armenia, Yerevan, Antarayin Street, 160/7","40.195218,44.508791"
9147,"ավան-առինջ 1-ին միկրոշրջան 2/14, երևան","Armenia, Yerevan, The Administrative District of Avan, Avan-Arinj 1st Microdistrict, 2/14","40.220212,44.569679"
9150,"զորավար անդրանիկի փողոց 59, երևան","Armenia, Yerevan, Zoravar Andranik Street, 59","40.17705,44.448182"
9158,"լվովյան փողոցի նրբանցք 6, երևան","Armenia, Yerevan, Lvovyan Street Lane, 6","40.200935,44.561082"
9171,"կոմիտասի պողոտա 5, երևան","Armenia, Yerevan, Komitas Avenue, 5","40.202306,44.496476"
9176,"զորավար անդրանիկի փողոց 64, երևան","Armenia, Yerevan, Zoravar Andranik Street, 64","40.171564,44.444544"
9185,"բագրատունյաց փողոց 43/4, երևան","Armenia, Yerevan, Bagratunyats Street, 43/4","40.146042,44.490439"
9190,"atoyan street 8, yerevan","Armenia, Yerevan, Atoyan Street, 8/1","40.148523,44.518224"
9215,"աղբյուր սերոբի փողոց 5, երևան","Armenia, Yerevan, Aghbyur Serob Street, 5","40.196664,44.502288"
9216,"գրիբոյեդով փողոց 48, երևան","Armenia, Yerevan, Griboyedov Street, 48","40.21022,44.514406"
9217,"այգեստանի 7րդ փողոց, երևան","Armenia, Yerevan, Nubarashen 11th Street, 7","40.083355,44.544428"
9222,"ավետիս ահարոնյան փողոց 22, երևան","Armenia, Yerevan, Avetis Aharonyan Street, 22","40.201355,44.537564"
9231,"ռուբինյանց փողոց 1, երևան","Armenia, Yerevan, Rubinyants Street, 1","40.200184,44.540295"
9235,"բուզանդի փողոց 7, երևան","Armenia, Yerevan, Pavstos Buzand Street, 7","40.179537,44.512124"
9236,"գուսան շերամի փողոց 35, երևան","Armenia, Yerevan, Gusan Sheram Street, 35","40.182707,44.444122"
9245,"ամիրյան փողոց , երևան","Armenia, Yerevan, Amiryan Street","40.180371,44.508441"
9253,"բաղյան փողոց 2-րդ նրբանցք, երևան","Armenia, Yerevan, Baghyan Street 2nd Lane","40.193957,44.565529"
9279,"արտաշիսյան փողոց 42/6, երևան","Armenia, Yerevan, Artashisyan Street, 42/6","40.15379,44.477521"
9300,"հալաբյան փողոց 31, երևան","Armenia, Yerevan, Halabyan Street, 31","40.196974,44.478392"
9305,"квартал ованнисян, ереван","Armenia, Yerevan, The Administrative District of Avan, Hovannisyan District","40.217506,44.579678"
9309,"բաղյան փողոց 3/3, երևան","Armenia, Yerevan, Baghyan Street, 3/3","40.194922,44.567487"
9314,"muracan st 109, yerevan","Armenia, Yerevan","40.177642,44.512519"
9316,"դրոյի փողոց 18, երևան","Armenia, Yerevan, Dro Street, 18","40.203139,44.542613"
9325,"մինսկի փողոց 39, երևան","Armenia, Yerevan, Minsk Street, 39","40.176299,44.575581"
9331,"սոսեի փողոց 1, երևան","Armenia, Yerevan, Sose Street, 1","40.194171,44.500796"
9337,"anastas mikoyan street 70, yerevan","Armenia, Yerevan, Anastas Mikoyan Street, 70","40.219297,44.502503"
9348,"պուշկինի փողոց 60, երևան","Armenia, Yerevan, Pushkin Street, 60","40.185621,44.508854"
9356,"կոմիտասի պողոտա 61, երևան","Armenia, Yerevan, Komitas Avenue, 61","40.206576,44.522419"
9369,"կիևյան փողոց 11a, երևան","Armenia, Yerevan, Kievyan Street, 11A","40.196058,44.489397"
9374,"զաքարիա քանաքեռցու փողոց 106/1, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 106/1","40.230011,44.551794"
9397,"դավթաշեն 1-ին թաղամաս 21, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 21","40.221782,44.485417"
9416,"ռուբինյանց փողոց 2, երևան","Armenia, Yerevan, Rubinyants Street, 2","40.199778,44.540682"
9427,"մայիսի 9-ի փողոց 12, երևան","Armenia, Yerevan, May 9th Street, 12","40.153473,44.491077"
9432,"6-я улица нубарашена, ереван","Armenia, Yerevan, Nubarashen 6th Street","40.093283,44.551542"
9440,"նիկողայոս տիգրանյան փողոց 19, երևան","Armenia, Yerevan, Nikoghayos Tigranyan Street, 19","40.209889,44.520389"
9454,"մարշալ բաղրամյան պողոտայի 3-րդ նրբանցք 4/3, երևան","Armenia, Yerevan, Marshal Baghramyan Avenue 3rd Lane, 4/3","40.194832,44.4922"
9463,"վահե վահյան փողոց, երևան","Armenia, Yerevan, Vahe Vahyan Street","40.203277,44.534178"
9465,"սարմենի փողոց 50, երևան","Armenia, Yerevan, Sarmen Street, 50","40.192145,44.512286"
9470,"հրաչյա աճառյան փողոց 1-ին նրբանցք 22, երևան","Armenia, Yerevan, High Park Yerevan Residential Complex","40.222216,44.551443"
9478,"մոլդովական փողոց 15/2, երևան","Armenia, Yerevan, Moldovakan Street, 15/2","40.205922,44.567209"
9479,"ռուբինյանց փողոց 27/38, երևան","Armenia, Yerevan, Rubinyants Street, 27/38","40.209311,44.551749"
9499,"արշակունյաց պողոտա 50, երևան","Armenia, Yerevan, Arshakunyats Avenue, 50","40.147351,44.49705"
9528,"azatutyan avenue 7բ, yerevan","Armenia, Yerevan, Azatutyan Avenue, 7B","40.202244,44.521152"
9540,"նելսոն ստեփանյան փողոց 16, երևան","Armenia, Yerevan, Nelson Stepanyan Street, 16","40.199998,44.572563"
9543,"աբովյան փողոց 16, երևան","Armenia, Yerevan, Abovyan Street, 16","40.181149,44.516867"
9550,"մարգարյան փողոց 6, երևան","Armenia, Yerevan, Margaryan Street, 6","40.207375,44.478419"
9556,"օրբելի եղբայրների փողոց 65, երևան","Armenia, Yerevan, Orbeli Brothers Street, 65","40.193041,44.487933"
9562,"արամ մանուկյանի փողոց, երևան","Armenia, Yerevan, Aram Manukyan Street","40.170303,44.453177"
9568,"չարենցի փողոց 70, երևան","Armenia, Yerevan, Charents Street, 70","40.173473,44.52638"
9587,"հրաչյա քոչարի փողոց 14/3, երևան","Armenia, Yerevan, Hrachya Kochar Street, 14/3","40.199599,44.499476"
9591,"գյուրջյան փողոց 4, երևան","Armenia, Yerevan, Gyurjyan Street, 4/6","40.192621,44.561136"
9597,"ռուբինյանց փողոց 23, երևան","Armenia, Yerevan, Rubinyants Street, 23","40.204131,44.549162"
9598,"այգեստանի 9րդ փողոց, երևան","Armenia, Yerevan, Nubarashen 11th Street, 9","40.083072,44.544059"
9599,"galshoyan street, yerevan","Armenia, Yerevan, Galshoyan Street","40.182086,44.571152"
9602,"առնո բաբաջանյան փողոց 83, երևան","Armenia, Yerevan, Arno Babajanyan Street, 83","40.166334,44.440466"
9619,"մարշալ բաղրամյանի 2-րդ փակուղի, երևան","Armenia, Yerevan, Hrachya Acharyan Street 2nd Deadlock","40.226788,44.56199"
9620,"ձոր 1 թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Dzor 1 District, 1","40.216294,44.497563"
9621,"проспект маршала баграмяна 68, yerevan","Armenia, Yerevan, Baghramyan Avenue, 68","40.195679,44.495101"
9644,"վահրամ փափազյան փողոց 25, երևան","Armenia, Yerevan, Vahram Papazyan Street, 25","40.206742,44.500195"
9663,"իսահակյան փողոց 12, երևան","Armenia, Yerevan, Isahakyan Street, 12","40.185228,44.524189"
9683,"աթոյան փողոցի նրբանցք 17, երևան","Armenia, Yerevan, Atoyan Street Lane, 17","40.146352,44.521027"
9688,"էրեբունու փողոց 3, երևան","Armenia, Yerevan, Erebuni Street, 3","40.142753,44.512546"
9695,"նորաշեն թաղամաս 32, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 32","40.213319,44.471934"
9721,"ռիգայի փողոց 126/4, երևան","Armenia, Yerevan, Riga Street, 126/4","40.198559,44.509348"
9726,"բագրատունյաց փողոց 16, երևան","Armenia, Yerevan, Bagratunyats Street, 16","40.150908,44.481752"
9739,"griboyedov street 58, yerevan","Armenia, Yerevan, Griboyedov Street, 58","40.212864,44.514999"
9766,"verin shengavit 2nd street, երևան","Armenia, Yerevan, Verin Shengavit 2nd Street","40.154072,44.492945"
9779,"շոպրոնի 3-րդ նրբանցք, երևան","Armenia, Yerevan, Arin Berd Street 3rd Lane","40.120771,44.515484"
9793,"մխիթար հերացի փողոց, yerevan","Armenia, Yerevan, 1-ya ulitsa",
9811,"մանանդյան փողոց 25a, երևան","Armenia, Yerevan, Manandyan Street, 25A","40.149447,44.482507"
9836,"շահամիրյանների փողոց 1/1, երևան","Armenia, Yerevan, Shahamiryanner Street, 1/1","40.144449,44.481375"
9846,"սերո խանզադյանի փողոց 1-ին նրբանցք 10, երևան","Armenia, Yerevan, Norq Street, 1st Lane, 10","40.191126,44.540601"
9853,"улица чехова 47, երևան","Armenia, Yerevan, Chekhov Street, 47","40.149185,44.473083"
9868,"նազարբեկյան թաղամաս 18, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 18","40.213064,44.462043"
9902,"մամիկոնյանց փողոց 3, երևան","Armenia, Yerevan, Mamikonyants Street, 3",
9904,"ֆուչիկի փողոց 1/1, երևան","Armenia, Yerevan, Fuchik Street, 1/1","40.199413,44.476695"
9917,"դավթաշեն 1-ին թաղամաս 47, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 47","40.220261,44.491238"
9936,"կորյունի փողոց 5, երևան","Armenia, Yerevan, Koryun Street, 5","40.186785,44.525096"
9938,"բագրատունյաց փողոց 47, երևան","Armenia, Yerevan, Bagratunyats Street, 47","40.144849,44.492056"
9948,"արշակունյաց պողոտա 135ե, երևան","Armenia, Yerevan, Arshakunyats Avenue, 135","40.127067,44.47744"
9959,"ազատության 2-րդ նրբանցք 3, երևան","Armenia, Yerevan, 2nd Azatutyan Backstreet, 3","40.20004,44.522176"
9966,"պարույր սևակի փողոց 16, երևան","Armenia, Yerevan, Paruyr Sevak Street, 8","40.209366,44.534349"
9977,"լուկաշինի փողոց 6, երևան","Armenia, Yerevan, Lukashin Street, 6","40.19291,44.455521"
9984,"ծարավ աղբյուր փողոց 55/26, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/26","40.21743,44.551318"
9994,"ղափանցյան փողոց 4, երևան","Armenia, Yerevan, Ghapantsyan Street, 4","40.216783,44.523533"
9997,"եղվարդի խճուղի 64/5, երևան","Armenia, Yerevan, Yeghvard Highway","40.216928,44.497024"
10003,"գուսան շերամ փողոց, երևան","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794"
10013,"ալիխանյան եղբայրներ փողոց 5, երևան","Armenia, Yerevan, Alikhanyan Brothers Street, 5","40.202595,44.482947"
10069,"մինսկի փողոց 27/4, երևան","Armenia, Yerevan, Minsk Street, 27/4","40.174638,44.572662"
10092,"դերենիկ դեմիրճյան փողոց 27, երևան","Armenia, Yerevan, Derenik Demirchyan Street, 27","40.186482,44.506384"
10099,"շևչենկոյի փողոց 1, երևան","Armenia, Yerevan, Shevchenko Street, 1",
10125,"լվովյան փողոցի նրբանցք 4, երևան","Armenia, Yerevan, Lvovyan Street Lane, 4","40.201328,44.560831"
10129,"նոր արեշի 15-րդ փողոց 3, երևան","Armenia, Yerevan, Nor Aresh 15th Street, 3","40.139334,44.51296"
10136,"մոնթե մելքոնյան փողոց 10, երևան","Armenia, Yerevan, Monte Melkonyan Street, 10","40.172336,44.484214"
10137,"վահագն դավթյանի փողոց, երևան","Armenia, Yerevan, Park after Vahagn Davtyan","40.205385,44.516921"
10145,"խորենացու փողոց , երևան","Armenia, Yerevan, Khorenatsi Street","40.165969,44.515071"
10152,"վարդան աճեմյանի փողոց 30, երևան","Armenia, Yerevan, Vardan Ajemyan Street, 30","40.156237,44.511918"
10153,"աբելյան փողոց 2/1, երևան","Armenia, Yerevan, Abelyan Street, 2/1","40.199227,44.478078"
10179,"բաշինջաղյան փողոցի 1-ին նրբանցք 7, երևան","Armenia, Yerevan, Bashinjaghyan Street 1st Lane, 7","40.202774,44.463975"
10187,"այգեձորի փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Aygedzor Street 1st Lane","40.190533,44.500554"
10229,"հակոբ պարոնյանի փողոց, երևան","Armenia, Yerevan, Paronyan Street","40.183692,44.500491"
10239,"նորաշեն թաղամաս 25, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 25","40.21418,44.469921"
10247,"աբովյան փողոց 34a, երևան","Armenia, Yerevan, Abovyan Street, 34A","40.184746,44.521188"
10294,"տիգրան պետրոսյան փողոց 97, երևան","Armenia, Yerevan, Tigran Petrosyan Street, 97","40.228413,44.499539"
10295,"գալշոյան փողոց 28, երևան","Armenia, Yerevan, Galshoyan Street, 28","40.179737,44.567523"
10296,"չեխովի փողոց 60, երևան","Armenia, Yerevan, Chekhov Street, 56","40.149564,44.47276"
10310,"կոմիտասի պողոտա 21/1, երևան","Armenia, Yerevan, Komitas Avenue, 21/1","40.204379,44.501901"
10314,"սայաթ-նովայի պողոտա 40/1, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 40/1","40.176995,44.52665"
10322,"էրեբունու փողոց 9, երևան","Armenia, Yerevan, Erebuni Street, 9","40.142567,44.516104"
10332,"2-й тупик улицы вардана ачемяна, ереван","Armenia, Yerevan, Vardan Ajemyan Street 2nd Blind Alley","40.152763,44.511837"
10343,"նազարբեկյան թաղամաս 48, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 48","40.215908,44.45748"
10345,"եղբայրության փողոց 14, երևան","Armenia, Yerevan, Yeghbayrutyan Street, 14","40.153624,44.484519"
10354,"լենինգրադյան փողոց 4, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 4","40.189693,44.478195"
10361,"նազարբեկյան թաղամաս 9, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Nazarbekyan Quarter, 9","40.212114,44.458234"
10364,"նիկոլ դումանի փողոց 1, երևան","Armenia, Yerevan, Nikol Duman Street, 1","40.197243,44.49025"
10380,"ծատուրյան փողոց 34, երևան","Armenia, Yerevan, ulitsa Tsaturyana, 34","40.162798,44.518538"
10387,"տիգրան մեծի պողոտա 39, երևան","Armenia, Yerevan, Tigran Mets Avenue, 39","40.165886,44.513436"
10406,"տիգրան պետրոսյան փողոց 41, երևան","Armenia, Yerevan, Tigran Petrosyan Street, 41","40.221121,44.490915"
10431,"անաստաս միկոյան փողոց 2/3, երևան","Armenia, Yerevan, Anastas Mikoyan Street, 2/3","40.210964,44.486908"
10436,"բաշինջաղյան փողոցի 1-ին նրբանցք 1, երևան","Armenia, Yerevan, Bashinjaghyan Street 1st Lane, 1","40.201858,44.465259"
10445,"արա սարգսյանի փողոց 18, երևան","Armenia, Yerevan, Ara Sargsyan Street, 18","40.189114,44.450886"
10457,"իսահակյան թաղամաս 2/1, երևան","Armenia, Yerevan, The Administrative District of Avan, Isahakyan District, 2/1","40.215716,44.57762"
10460,"մարշալ բաղրամյան պողոտա, yerevan","Armenia, Yerevan, Baghramyan Avenue",
10468,"նորաշեն թաղամաս 39, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 39","40.211535,44.472832"
10488,"մաշտոցի պողոտա 51, երևան","Armenia, Yerevan, Mashtots Avenue, 51","40.191422,44.519832"
10490,"նիկողայոս ադոնց փողոց, երևան","Armenia, Yerevan, Adonts Residential Complex","40.213305,44.519329"
10515,"argishti 7/10, yerevan","Armenia, Yerevan, The Administrative District of Erebuni, Argishti, 1","40.152411,44.525401"
10516,"պարույր սևակի փողոց 2, երևան","Armenia, Yerevan, Paruyr Sevak Street, 2","40.207348,44.539074"
10528,"շիրակի փողոց 31, երևան","Armenia, Yerevan, Shirak Street, 31","40.147855,44.456168"
10533,"մոլդովական փողոց 25, երևան","Armenia, Yerevan, Moldovakan Street, 25","40.206301,44.569185"
