Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
2,0,14,2,2.75,85,4,2,3.0,2,Մալաթիա-Սեբաստիա,127000.0
2,1,14,7,3.0,103,3,1,2.0,2,Արաբկիր,358000.0
1,0,14,2,2.75,101,4,2,3.0,3,Մալաթիա-Սեբաստիա,118000.0
0,0,5,3,2.8,86,4,1,0.5,0,Արաբկիր,153000.0
1,0,9,6,2.8,96,3,1,3.0,2,Էրեբունի,110000.0
1,0,14,8,2.8,67,3,1,0.5,2,Էրեբունի,80000.0
2,1,16,16,3.2,131,3,2,0.0,2,Աջափնյակ,265000.0
0,0,5,5,2.8,70,3,1,2.0,0,Շենգավիթ,92000.0
0,0,5,4,3.5,67,2,1,2.0,1,Արաբկիր,140000.0
2,1,15,5,3.0,72,2,1,4.0,2,Արաբկիր,188000.0
1,0,12,6,2.75,63,2,1,0.5,0,Նոր Նորք,83000.0
0,0,5,5,2.7,79,3,1,2.0,1,Քանաքեռ-Զեյթուն,153000.0
0,0,5,4,2.75,80,3,1,1.5,0,Կենտրոն,189000.0
2,1,14,12,3.0,100,3,2,3.0,3,Քանաքեռ-Զեյթուն,199000.0
0,0,7,3,2.8,54,2,1,2.0,2,Կենտրոն,158000.0
2,1,9,2,3.0,72,3,1,4.0,2,Արաբկիր,265000.0
1,0,5,1,2.7,31,1,1,1.5,0,Քանաքեռ-Զեյթուն,57000.0
0,0,4,3,3.0,67,2,2,3.0,0,Արաբկիր,115000.0
2,1,4,1,3.0,52,2,1,0.0,1,Նոր Նորք,56972.0
0,0,5,4,2.6,31,1,1,0.5,2,Շենգավիթ,46000.0
0,0,6,2,2.75,70,2,1,2.0,2,Կենտրոն,306000.0
1,0,16,1,3.0,120,3,2,4.0,1,Կենտրոն,280000.0
0,0,5,1,2.8,47,1,1,0.5,0,Արաբկիր,83000.0
0,0,5,3,2.75,54,2,1,0.5,1,Էրեբունի,78000.0
2,1,4,1,3.0,79,3,1,0.0,1,Քանաքեռ-Զեյթուն,154000.0
2,1,14,6,3.0,111,4,1,3.0,2,Դավթաշեն,300000.0
2,0,7,6,3.0,91,3,1,2.0,2,Կենտրոն,245000.0
0,0,4,3,3.0,91,3,1,3.0,3,Կենտրոն,510000.0
1,0,10,7,2.75,80,3,1,1.5,0,Մալաթիա-Սեբաստիա,85000.0
2,1,17,15,3.2,65,2,1,0.0,2,Աջափնյակ,92000.0
2,1,18,10,3.0,115,3,2,4.0,3,Մալաթիա-Սեբաստիա,300000.0
0,0,5,2,2.8,60,2,1,1.0,1,Ավան,90000.0
0,0,4,4,3.0,128,4,2,3.0,1,Արաբկիր,140000.0
2,1,8,7,3.0,59,2,1,0.0,2,Արաբկիր,124000.0
0,0,6,3,2.8,99,4,2,3.0,1,Կենտրոն,650000.0
1,0,12,12,2.75,40,1,1,1.0,1,Ավան,59000.0
0,0,5,1,2.75,95,4,1,0.5,2,Աջափնյակ,115000.0
2,1,15,10,3.0,70,2,1,2.0,2,Արաբկիր,153000.0
1,0,14,11,2.75,84,3,1,0.5,2,Արաբկիր,120000.0
2,1,9,4,3.0,57,2,1,0.0,2,Նոր Նորք,80200.0
2,1,14,2,3.0,100,3,2,0.0,3,Քանաքեռ-Զեյթուն,123000.0
2,1,18,4,3.0,100,3,2,2.0,2,Աջափնյակ,255000.0
1,0,9,7,2.75,55,2,1,1.5,0,Կենտրոն,126000.0
0,0,5,2,2.75,67,2,1,0.5,2,Արաբկիր,115000.0
1,0,9,8,2.75,79,3,1,0.5,0,Քանաքեռ-Զեյթուն,82000.0
0,0,4,3,3.2,112,4,2,2.0,2,Կենտրոն,330000.0
2,1,11,9,3.0,62,2,1,4.0,1,Արաբկիր,190000.0
2,1,18,17,3.2,113,4,2,0.0,2,Արաբկիր,217000.0
0,0,5,5,2.8,81,4,1,4.0,3,Նոր Նորք,133000.0
2,1,7,3,2.8,52,2,1,2.0,0,Աջափնյակ,83000.0
0,0,5,2,3.2,110,3,1,2.0,1,Կենտրոն,440000.0
0,0,5,2,2.75,93,3,2,3.0,2,Կենտրոն,255000.0
1,0,5,2,2.6,51,2,1,0.5,0,Նոր Նորք,65000.0
1,0,9,6,2.8,60,2,1,3.0,2,Շենգավիթ,86000.0
2,1,18,17,3.0,82,2,1,0.0,2,Քանաքեռ-Զեյթուն,141161.0
2,1,9,9,2.75,97,3,1,4.0,2,Կենտրոն,450000.0
2,1,6,1,3.2,52,2,1,2.0,1,Արաբկիր,119000.0
2,1,5,2,3.0,65,3,1,2.0,1,Արաբկիր,150000.0
1,0,9,6,2.8,100,4,2,3.0,3,Դավթաշեն,135000.0
2,1,14,3,3.0,62,2,1,0.0,2,Աջափնյակ,129000.0
0,0,5,4,2.8,56,2,1,4.0,2,Շենգավիթ,105000.0
0,0,5,5,3.0,62,2,1,3.0,2,Կենտրոն,240000.0
0,0,5,5,3.0,56,2,1,2.0,3,Կենտրոն,168000.0
1,0,14,6,2.75,82,4,2,2.0,2,Արաբկիր,168000.0
0,0,7,3,2.8,76,2,2,4.0,2,Կենտրոն,225000.0
1,0,9,9,2.75,90,4,1,1.0,3,Մալաթիա-Սեբաստիա,95000.0
0,0,4,4,3.2,35,1,1,1.5,2,Շենգավիթ,63000.0
1,0,9,5,2.7,90,3,1,2.0,0,Ավան,115000.0
2,1,12,8,2.8,89,3,1,4.0,1,Աջափնյակ,155000.0
1,0,9,6,2.75,98,3,1,1.5,0,Մալաթիա-Սեբաստիա,122500.0
1,0,9,6,2.8,65,2,1,2.0,0,Դավթաշեն,120000.0
2,1,16,4,3.0,70,2,1,4.0,2,Արաբկիր,165000.0
2,0,7,7,2.8,100,4,2,1.5,2,Արաբկիր,156000.0
2,1,14,7,3.0,58,2,1,1.0,1,Մալաթիա-Սեբաստիա,118000.0
2,1,16,4,3.0,64,2,1,2.0,2,Կենտրոն,155000.0
0,0,6,4,3.2,91,3,2,2.0,2,Կենտրոն,450000.0
1,0,16,12,2.75,93,4,2,0.0,2,Աջափնյակ,92000.0
2,1,19,5,3.0,111,3,1,2.0,2,Կենտրոն,485000.0
2,1,14,12,3.0,112,3,2,2.0,2,Դավթաշեն,280000.0
2,1,9,5,3.0,48,2,1,4.0,1,Կենտրոն,265000.0
0,0,5,4,3.2,86,3,1,0.5,3,Արաբկիր,185000.0
3,0,4,1,2.75,50,2,1,0.5,1,Շենգավիթ,82000.0
1,0,16,12,3.0,77,4,1,0.5,0,Կենտրոն,150000.0
0,0,5,3,2.8,80,2,1,2.0,1,Կենտրոն,163000.0
1,1,11,1,2.7,98,4,1,3.0,1,Քանաքեռ-Զեյթուն,115000.0
0,0,5,5,2.8,130,3,1,0.5,2,Արաբկիր,200000.0
0,0,5,5,2.7,113,4,2,0.5,3,Շենգավիթ,130000.0
2,1,13,8,3.0,109,3,2,2.0,3,Կենտրոն,380000.0
0,0,5,5,2.8,80,4,1,3.0,0,Կենտրոն,95000.0
1,0,9,1,2.75,75,3,1,1.0,0,Մալաթիա-Սեբաստիա,81500.0
1,0,9,1,2.8,70,3,1,2.0,1,Մալաթիա-Սեբաստիա,125000.0
0,0,5,3,2.6,72,3,1,0.5,0,Արաբկիր,115000.0
1,0,9,3,2.75,80,3,2,3.0,0,Մալաթիա-Սեբաստիա,96000.0
0,0,5,2,2.75,30,1,1,0.5,1,Արաբկիր,71000.0
1,0,14,10,2.8,96,3,2,4.0,1,Մալաթիա-Սեբաստիա,145000.0
1,0,5,2,2.75,80,3,2,3.0,0,Նոր Նորք,115000.0
2,1,16,2,3.0,83,3,1,2.0,3,Քանաքեռ-Զեյթուն,179000.0
1,0,9,7,2.75,85,3,2,1.5,3,Մալաթիա-Սեբաստիա,110000.0
2,1,6,6,3.0,82,3,1,4.0,1,Կենտրոն,550000.0
1,0,11,7,2.75,42,2,1,2.0,2,Կենտրոն,142000.0
1,0,5,4,2.7,75,3,1,3.0,2,Նոր Նորք,108000.0
2,1,9,5,3.0,93,3,1,2.0,2,Քանաքեռ-Զեյթուն,185000.0
2,1,12,4,3.0,63,2,1,2.0,2,Արաբկիր,155000.0
0,0,5,1,3.2,53,2,1,2.0,0,Արաբկիր,112000.0
0,0,5,4,2.75,76,3,1,0.5,3,Աջափնյակ,105000.0
0,0,1,1,2.8,106,4,1,3.0,1,Էրեբունի,132500.0
0,0,6,2,2.8,126,3,1,1.5,2,Ավան,135000.0
1,0,9,7,2.75,92,4,1,1.0,2,Նոր Նորք,110000.0
0,0,6,6,3.0,128,3,2,2.0,1,Կենտրոն,267000.0
1,0,10,3,2.8,40,2,1,2.0,2,Կենտրոն,145000.0
2,0,5,5,2.75,75,3,1,3.0,2,Արաբկիր,179000.0
0,0,4,3,3.2,92,3,2,2.0,2,Կենտրոն,418000.0
0,0,5,3,3.2,60,2,1,1.5,3,Կենտրոն,235000.0
1,0,9,8,2.75,55,3,1,2.0,0,Մալաթիա-Սեբաստիա,72000.0
0,0,4,4,3.2,96,3,1,0.5,2,Կենտրոն,185000.0
2,1,17,6,3.0,65,3,1,2.0,2,Դավթաշեն,173000.0
1,0,9,9,2.75,99,4,1,1.5,3,Մալաթիա-Սեբաստիա,102000.0
0,0,4,3,3.2,90,3,1,2.0,2,Կենտրոն,220000.0
2,1,10,10,3.0,104,3,1,2.0,3,Քանաքեռ-Զեյթուն,245000.0
0,0,7,5,2.75,73,3,1,0.5,2,Կենտրոն,210000.0
2,1,14,7,3.0,130,4,2,2.0,2,Արաբկիր,389000.0
2,1,16,10,3.0,70,2,1,0.0,2,Կենտրոն,180000.0
2,1,12,5,3.0,53,2,1,4.0,2,Կենտրոն,180000.0
0,0,5,3,2.75,99,4,1,0.5,3,Արաբկիր,148000.0
1,0,9,8,2.8,92,4,2,1.0,2,Մալաթիա-Սեբաստիա,108000.0
1,0,16,14,2.75,50,1,1,1.0,0,Աջափնյակ,75000.0
0,0,9,6,2.8,56,3,1,3.0,1,Արաբկիր,150000.0
0,0,5,5,2.75,41,2,1,1.5,0,Կենտրոն,133000.0
2,0,16,16,2.8,78,3,1,2.0,0,Աջափնյակ,81000.0
1,0,9,6,2.75,95,3,1,2.0,3,Կենտրոն,250000.0
1,0,5,5,2.6,37,1,1,2.0,0,Նոր Նորք,62000.0
2,1,8,2,3.0,65,2,1,3.0,2,Արաբկիր,150000.0
0,0,5,5,2.75,143,3,1,1.5,2,Քանաքեռ-Զեյթուն,143000.0
2,1,18,12,3.0,100,3,1,4.0,2,Կենտրոն,600000.0
1,0,11,7,2.8,83,3,1,1.0,2,Կենտրոն,184000.0
0,0,9,5,2.8,93,3,1,2.0,3,Արաբկիր,231000.0
2,1,14,2,3.0,58,2,1,2.0,2,Արաբկիր,110000.0
2,1,12,5,2.8,61,2,1,2.0,1,Աջափնյակ,105000.0
0,0,7,1,2.8,64,3,2,1.0,1,Արաբկիր,115000.0
0,0,5,4,2.7,77,3,2,0.5,2,Արաբկիր,135000.0
0,0,5,3,3.2,71,3,1,1.0,2,Կենտրոն,205000.0
0,0,4,2,3.2,90,3,1,2.0,1,Կենտրոն,265000.0
1,0,9,1,2.75,43,1,1,1.5,0,Նոր Նորք,67000.0
1,0,10,8,2.75,68,2,1,2.0,3,Կենտրոն,163000.0
0,0,4,2,3.2,57,2,1,1.5,0,Կենտրոն,138000.0
2,1,19,4,3.0,60,2,1,0.0,2,Արաբկիր,150000.0
2,1,18,10,3.0,66,2,1,4.0,2,Քանաքեռ-Զեյթուն,191000.0
2,1,17,3,3.0,71,2,1,0.0,2,Ավան,120000.0
1,0,14,2,2.8,92,3,1,2.0,1,Քանաքեռ-Զեյթուն,122500.0
1,0,8,1,2.75,52,3,1,3.0,1,Նուբարաշեն,90000.0
1,0,5,4,2.75,74,3,1,2.0,0,Նոր Նորք,105000.0
0,0,5,5,2.75,52,2,1,1.5,0,Նոր Նորք,78000.0
1,0,14,8,2.75,76,3,1,2.0,1,Արաբկիր,150000.0
1,0,9,5,3.0,75,3,1,2.0,0,Մալաթիա-Սեբաստիա,125000.0
2,1,4,3,3.0,132,4,2,4.0,3,Արաբկիր,220000.0
1,0,9,8,2.75,62,2,1,1.0,2,Արաբկիր,104000.0
2,1,8,5,3.0,70,3,1,2.0,2,Նոր Նորք,153000.0
2,1,9,4,3.2,102,3,2,2.0,2,Արաբկիր,211202.0
0,0,4,2,3.2,63,2,1,2.0,0,Կենտրոն,214000.0
0,1,22,6,3.0,66,2,2,0.0,1,Մալաթիա-Սեբաստիա,117334.0
1,0,10,3,2.8,67,2,1,2.0,1,Կենտրոն,145000.0
2,1,15,5,3.0,140,5,3,2.0,2,Արաբկիր,499000.0
1,0,9,6,2.75,80,3,2,3.0,0,Մալաթիա-Սեբաստիա,110000.0
1,0,9,8,2.7,46,2,1,1.5,1,Նոր Նորք,60500.0
0,0,4,3,2.7,31,2,1,3.0,2,Աջափնյակ,62000.0
2,1,16,14,3.0,56,2,1,0.0,2,Արաբկիր,108000.0
2,1,17,11,3.0,102,3,1,2.0,2,Կենտրոն,357000.0
1,0,9,5,2.75,60,3,1,0.5,2,Արաբկիր,120000.0
0,0,4,2,3.2,75,2,1,2.0,2,Կենտրոն,189900.0
2,1,16,11,3.0,61,2,1,4.0,2,Կենտրոն,320000.0
2,1,14,6,3.0,124,3,2,2.0,3,Ավան,380000.0
2,1,5,1,3.2,50,3,1,2.0,1,Դավթաշեն,102000.0
0,0,5,5,3.2,109,3,1,2.0,2,Արաբկիր,250000.0
2,1,16,11,3.0,69,3,2,1.0,2,Մալաթիա-Սեբաստիա,117334.0
2,1,15,12,3.0,115,3,2,2.0,2,Կենտրոն,530000.0
0,0,5,1,2.8,65,2,1,3.0,0,Արաբկիր,163000.0
1,0,9,9,2.7,35,1,1,2.0,2,Մալաթիա-Սեբաստիա,81500.0
1,0,9,1,2.8,53,2,1,3.0,1,Քանաքեռ-Զեյթուն,90000.0
0,0,5,5,2.8,73,3,1,3.0,2,Արաբկիր,133000.0
2,1,12,6,3.0,130,4,3,2.0,2,Կենտրոն,440000.0
2,1,15,14,3.0,121,4,2,2.0,2,Կենտրոն,668000.0
0,0,4,2,3.2,54,2,1,2.0,2,Կենտրոն,180000.0
2,1,17,5,3.0,93,3,2,4.0,2,Կենտրոն,220000.0
1,0,9,1,2.75,67,2,1,0.5,0,Մալաթիա-Սեբաստիա,88000.0
0,0,5,3,3.0,71,3,1,2.0,2,Արաբկիր,165000.0
0,0,5,1,2.7,44,2,1,1.5,0,Արաբկիր,102000.0
2,1,6,5,3.2,70,2,1,2.0,2,Կենտրոն,300000.0
1,0,9,4,2.8,83,3,1,0.5,3,Կենտրոն,227000.0
2,1,17,8,3.0,72,2,1,3.0,2,Արաբկիր,180000.0
1,0,10,8,2.8,72,3,1,3.0,0,Արաբկիր,135000.0
0,0,5,1,2.75,60,2,1,2.0,1,Արաբկիր,145000.0
1,0,16,2,2.75,50,2,1,1.5,1,Աջափնյակ,70401.0
2,1,15,14,3.0,74,3,1,2.0,1,Նոր Նորք,170000.0
1,0,14,13,2.75,67,2,2,1.0,0,Մալաթիա-Սեբաստիա,83000.0
2,1,17,7,3.2,128,3,2,0.0,2,Քանաքեռ-Զեյթուն,230000.0
2,0,7,6,2.75,50,2,1,2.0,1,Արաբկիր,103000.0
1,0,12,9,2.8,86,3,2,3.0,0,Աջափնյակ,130000.0
0,0,5,3,2.8,58,2,1,4.0,0,Նոր Նորք,100000.0
2,1,7,3,3.0,110,3,2,4.0,2,Կենտրոն,320000.0
1,0,9,8,2.75,70,3,1,1.5,1,Կենտրոն,105000.0
0,0,5,4,3.5,92,3,1,3.0,0,Շենգավիթ,142000.0
2,1,13,9,3.2,138,3,2,2.0,2,Կենտրոն,500000.0
1,0,14,1,2.75,56,2,1,1.5,0,Արաբկիր,84000.0
2,1,21,5,3.0,83,3,1,3.0,2,Շենգավիթ,250000.0
2,1,15,7,3.0,126,4,1,2.0,3,Արաբկիր,350000.0
2,1,4,4,3.0,70,3,1,4.0,1,Էրեբունի,127500.0
0,0,5,3,2.75,86,3,1,4.0,2,Արաբկիր,178000.0
0,0,5,2,3.2,60,2,2,1.5,1,Կենտրոն,147000.0
0,1,12,2,3.0,63,2,1,3.0,1,Աջափնյակ,110000.0
1,0,9,2,2.75,75,2,2,3.0,3,Մալաթիա-Սեբաստիա,86000.0
1,0,10,5,2.75,74,3,2,2.0,1,Կենտրոն,175000.0
2,1,16,4,3.0,92,3,1,4.0,1,Նոր Նորք,204000.0
1,0,9,7,2.75,65,2,2,1.5,3,Մալաթիա-Սեբաստիա,90000.0
2,1,18,10,3.0,46,2,1,0.0,2,Դավթաշեն,82000.0
0,0,4,2,2.8,90,3,2,0.5,0,Կենտրոն,290000.0
2,0,14,13,2.75,92,3,2,2.0,0,Աջափնյակ,120000.0
1,0,14,1,2.5,54,2,1,1.5,1,Դավթաշեն,71000.0
0,0,5,4,2.6,30,1,1,0.5,2,Արաբկիր,72000.0
1,0,16,6,2.75,100,4,1,1.5,1,Աջափնյակ,95500.0
0,0,5,4,3.5,68,2,1,3.0,2,Կենտրոն,279000.0
0,0,5,2,3.0,50,1,1,0.5,1,Շենգավիթ,85000.0
0,0,5,3,3.0,66,2,1,1.5,0,Արաբկիր,120000.0
1,0,9,7,2.75,82,3,1,2.0,2,Կենտրոն,199000.0
1,0,9,9,2.8,45,2,1,1.5,1,Մալաթիա-Սեբաստիա,72000.0
2,1,14,9,3.0,56,2,1,3.0,2,Արաբկիր,143000.0
0,0,5,2,2.75,81,3,1,0.5,1,Արաբկիր,135000.0
0,0,5,5,3.5,97,3,1,4.0,1,Կենտրոն,265000.0
0,0,5,1,2.7,54,2,1,2.0,1,Կենտրոն,110000.0
1,0,9,8,2.7,68,3,1,1.5,3,Արաբկիր,113000.0
2,1,14,2,3.0,45,2,1,2.0,0,Արաբկիր,112000.0
2,1,19,17,3.2,145,3,2,4.0,2,Կենտրոն,900000.0
1,0,9,1,2.75,86,3,1,2.0,2,Մալաթիա-Սեբաստիա,100000.0
0,0,5,1,2.8,106,4,1,3.0,1,Էրեբունի,135000.0
2,1,20,2,3.0,53,2,1,4.0,2,Կենտրոն,169000.0
0,0,9,5,2.8,62,2,1,0.5,1,Կենտրոն,125000.0
0,0,5,5,3.2,75,3,1,1.0,0,Արաբկիր,115000.0
2,1,4,4,3.0,33,1,1,4.0,2,Կենտրոն,133000.0
0,0,5,2,2.7,31,1,1,1.5,2,Էրեբունի,59000.0
1,0,9,5,2.75,60,3,1,3.0,2,Նոր Նորք,80000.0
1,0,9,7,2.8,75,3,2,1.0,3,Դավթաշեն,97000.0
2,1,7,4,3.0,128,3,2,3.0,3,Կենտրոն,420000.0
1,0,9,2,2.8,84,3,2,0.5,2,Կենտրոն,140000.0
0,0,4,2,3.2,103,3,2,3.0,2,Կենտրոն,189000.0
2,1,13,4,3.0,88,2,1,4.0,2,Կենտրոն,280000.0
2,0,16,3,2.75,49,1,1,2.0,0,Աջափնյակ,76000.0
3,0,5,1,2.7,65,3,1,1.5,1,Դավթաշեն,80000.0
2,1,18,12,3.0,71,3,1,2.0,2,Արաբկիր,190000.0
1,0,5,4,2.7,51,2,1,0.5,1,Նոր Նորք,70000.0
1,0,9,7,2.75,78,3,1,0.5,0,Նոր Նորք,100000.0
2,0,14,10,2.8,80,3,1,0.5,3,Շենգավիթ,110000.0
2,1,9,7,3.0,63,2,1,2.0,1,Կենտրոն,360000.0
0,0,5,1,2.75,31,1,1,2.0,2,Կենտրոն,83000.0
2,1,18,7,3.0,45,1,1,0.0,1,Արաբկիր,85000.0
2,1,17,7,2.8,48,2,1,2.0,2,Մալաթիա-Սեբաստիա,106904.0
0,0,5,4,2.8,78,3,2,0.5,2,Արաբկիր,122000.0
2,1,27,7,3.2,94,2,3,4.0,1,Կենտրոն,1200000.0
1,0,14,10,2.8,67,3,2,2.0,1,Դավթաշեն,103000.0
2,1,15,5,3.0,87,3,2,0.0,2,Արաբկիր,150000.0
1,0,16,15,2.75,80,3,1,2.0,3,Աջափնյակ,102000.0
1,0,9,5,2.75,67,2,2,3.0,0,Մալաթիա-Սեբաստիա,87000.0
0,0,4,1,2.75,59,2,1,2.0,1,Աջափնյակ,90000.0
1,0,9,1,2.8,80,3,1,2.0,1,Ավան,140000.0
0,0,5,4,2.75,45,1,1,0.5,0,Արաբկիր,77000.0
1,0,5,4,2.5,63,3,1,2.0,1,Նոր Նորք,130000.0
0,1,6,4,3.0,60,2,1,1.0,1,Մալաթիա-Սեբաստիա,110000.0
1,0,14,11,2.8,86,3,1,1.5,0,Մալաթիա-Սեբաստիա,100000.0
1,0,9,2,2.75,80,3,2,0.5,3,Մալաթիա-Սեբաստիա,100000.0
2,1,16,7,3.0,93,3,1,0.0,3,Դավթաշեն,167400.0
0,0,5,3,2.75,112,3,1,1.0,0,Շենգավիթ,128000.0
0,0,5,4,2.7,102,4,1,1.5,2,Քանաքեռ-Զեյթուն,115000.0
0,1,12,9,2.8,135,3,1,2.0,3,Կենտրոն,300000.0
2,1,10,10,3.0,124,4,2,1.0,1,Կենտրոն,190000.0
0,0,5,3,2.8,72,3,1,2.0,2,Արաբկիր,120000.0
1,0,9,6,2.75,51,1,1,1.0,0,Մալաթիա-Սեբաստիա,69000.0
0,0,6,6,3.5,104,3,2,2.0,0,Շենգավիթ,140000.0
1,0,10,3,2.75,91,4,1,2.0,0,Աջափնյակ,150000.0
2,1,18,8,3.0,65,2,1,2.0,2,Ավան,69000.0
2,1,17,3,2.8,60,2,1,2.0,2,Մալաթիա-Սեբաստիա,120000.0
1,0,10,7,2.75,100,3,1,3.0,2,Կենտրոն,250000.0
0,0,5,2,3.0,39,2,1,4.0,2,Արաբկիր,139000.0
1,0,11,10,2.8,69,3,1,1.5,0,Կենտրոն,147000.0
1,0,14,14,2.75,67,3,1,2.0,1,Մալաթիա-Սեբաստիա,92000.0
1,0,9,2,2.75,80,3,1,0.0,2,Մալաթիա-Սեբաստիա,102000.0
0,0,5,2,3.0,77,3,1,2.0,2,Կենտրոն,220000.0
1,0,16,10,2.7,78,3,1,2.0,3,Աջափնյակ,100000.0
0,0,11,3,3.0,41,2,1,2.0,2,Կենտրոն,145000.0
2,1,14,5,3.0,95,3,1,4.0,2,Արաբկիր,285000.0
1,0,9,9,2.7,143,5,3,4.0,2,Մալաթիա-Սեբաստիա,142000.0
0,0,5,5,2.75,76,3,1,0.0,3,Քանաքեռ-Զեյթուն,95000.0
0,0,5,2,2.8,50,1,1,2.0,2,Կենտրոն,230000.0
2,1,14,4,3.0,87,3,1,4.0,2,Մալաթիա-Սեբաստիա,230000.0
1,0,9,9,2.75,75,3,1,2.0,0,Մալաթիա-Սեբաստիա,120000.0
2,1,12,10,3.0,113,3,2,0.0,3,Կենտրոն,255000.0
2,1,8,8,3.0,46,2,1,2.0,1,Արաբկիր,115000.0
2,1,16,6,3.0,112,4,1,0.0,3,Արաբկիր,179000.0
2,1,16,13,3.0,84,3,2,2.0,2,Արաբկիր,190000.0
1,0,9,4,2.75,71,3,2,1.5,0,Մալաթիա-Սեբաստիա,95000.0
1,0,11,7,2.75,42,2,1,3.0,2,Կենտրոն,142000.0
1,0,9,2,2.8,97,3,1,3.0,1,Կենտրոն,260000.0
1,0,9,9,3.0,91,3,1,1.0,2,Կենտրոն,140000.0
1,0,5,4,2.6,52,2,1,3.0,0,Նոր Նորք,81500.0
2,1,8,5,3.0,70,3,1,4.0,2,Նոր Նորք,150000.0
2,1,16,13,3.2,132,4,2,0.0,2,Աջափնյակ,250000.0
1,0,13,5,2.8,100,3,1,1.0,0,Շենգավիթ,110000.0
2,1,12,4,3.0,54,2,1,4.0,2,Շենգավիթ,112000.0
1,0,9,9,2.7,60,3,1,4.0,2,Արաբկիր,138000.0
2,1,18,4,3.0,110,3,2,0.0,3,Կենտրոն,135000.0
2,1,18,13,3.0,114,4,1,2.0,2,Արաբկիր,273000.0
0,0,4,1,2.5,73,3,1,1.0,0,Աջափնյակ,99000.0
0,0,9,1,2.7,32,1,1,2.0,1,Քանաքեռ-Զեյթուն,48000.0
1,0,9,2,2.75,50,1,1,3.0,0,Մալաթիա-Սեբաստիա,83000.0
2,1,14,2,3.0,36,2,1,4.0,1,Կենտրոն,122000.0
1,0,14,2,2.5,82,3,2,1.5,0,Շենգավիթ,180000.0
2,1,11,8,3.5,90,3,1,3.0,3,Կենտրոն,460000.0
0,0,4,4,2.8,82,3,1,2.0,0,Կենտրոն,285000.0
1,0,9,6,2.75,47,2,1,1.5,1,Նոր Նորք,68000.0
0,0,5,4,3.0,100,3,1,1.5,0,Արաբկիր,195000.0
1,0,9,9,2.8,70,3,1,2.0,1,Մալաթիա-Սեբաստիա,97000.0
0,0,5,5,2.8,51,2,1,3.0,1,Էրեբունի,81000.0
1,0,9,8,2.75,74,3,2,2.0,0,Մալաթիա-Սեբաստիա,112000.0
1,0,9,3,2.8,89,4,2,1.5,2,Արաբկիր,135000.0
2,1,18,12,3.0,74,3,1,4.0,2,Դավթաշեն,159000.0
2,1,2,2,3.0,76,2,2,0.0,2,Արաբկիր,178000.0
2,1,15,11,3.0,35,1,1,2.0,1,Արաբկիր,84000.0
2,1,20,20,3.0,115,3,2,3.0,2,Արաբկիր,180000.0
0,0,5,5,2.75,68,3,2,2.0,3,Էրեբունի,120000.0
2,1,15,3,3.0,64,2,1,4.0,2,Քանաքեռ-Զեյթուն,143000.0
1,0,14,1,2.75,47,1,1,1.5,1,Աջափնյակ,57000.0
0,0,4,3,3.0,103,3,1,0.5,3,Կենտրոն,175000.0
1,0,4,2,3.0,64,3,1,1.0,0,Ավան,87000.0
1,0,13,7,2.75,80,3,1,0.5,0,Քանաքեռ-Զեյթուն,120000.0
2,1,20,14,3.0,86,3,1,2.0,2,Մալաթիա-Սեբաստիա,230000.0
2,1,16,12,3.5,142,4,1,4.0,2,Նոր Նորք,355000.0
0,0,5,3,3.0,80,3,1,2.0,2,Կենտրոն,300000.0
0,0,5,5,2.75,42,1,1,0.5,0,Արաբկիր,80000.0
1,0,5,4,2.75,76,3,2,0.5,0,Մալաթիա-Սեբաստիա,80000.0
1,0,9,8,2.7,80,3,1,1.0,3,Քանաքեռ-Զեյթուն,82000.0
1,0,9,2,3.0,91,4,2,3.0,0,Ավան,129000.0
0,1,10,10,2.8,42,1,1,1.0,2,Աջափնյակ,61500.0
1,0,9,9,2.75,31,2,1,1.5,1,Մալաթիա-Սեբաստիա,48000.0
1,0,14,3,2.75,75,3,1,0.0,0,Շենգավիթ,87000.0
1,0,9,6,2.8,84,4,1,2.0,3,Քանաքեռ-Զեյթուն,112000.0
2,1,10,4,3.0,92,3,1,2.0,2,Նոր Նորք,210000.0
2,1,18,14,3.0,73,3,1,0.0,2,Ավան,109512.0
0,0,4,4,2.75,38,2,1,4.0,2,Արաբկիր,165000.0
1,0,9,3,2.75,54,1,1,1.5,0,Նոր Նորք,75000.0
1,0,9,6,2.75,51,1,1,0.5,3,Արաբկիր,88000.0
0,0,5,3,3.2,71,2,1,2.0,2,Արաբկիր,130000.0
2,1,18,17,3.0,90,3,1,0.0,2,Արաբկիր,198000.0
1,0,14,11,2.7,101,3,2,2.0,2,Արաբկիր,155000.0
0,0,5,5,2.8,90,4,1,3.0,2,Կենտրոն,235000.0
2,1,12,8,3.0,64,3,1,4.0,2,Նորք-Մարաշ,138000.0
1,0,9,8,2.75,65,2,1,1.0,0,Մալաթիա-Սեբաստիա,80000.0
2,1,18,15,3.0,145,4,2,4.0,3,Կենտրոն,840000.0
0,0,5,1,2.7,50,2,1,2.0,0,Քանաքեռ-Զեյթուն,85000.0
2,1,18,17,3.0,91,3,2,0.0,2,Արաբկիր,196000.0
0,0,5,3,3.2,90,3,1,0.5,3,Կենտրոն,235000.0
0,0,5,5,2.8,78,3,1,4.0,2,Արաբկիր,168000.0
