Type,New_building,nFloor,Floor,Height,Sqm,Rooms,Bathrooms,Renovation,Balcony,District,Price_USD
1,0,6,5,2.8,14,1,1,2.0,0,Շենգավիթ,29000.0
0,0,9,2,2.75,64,2,1,1.5,0,Կենտրոն,145000.0
1,0,12,11,2.8,77,3,1,2.0,1,Ավան,102000.0
1,0,9,7,2.8,100,3,1,2.0,0,Ավան,120000.0
0,0,5,3,2.8,135,4,2,0.5,2,Կենտրոն,357000.0
1,0,9,6,2.7,87,3,2,1.0,3,Մալաթիա-Սեբաստիա,100000.0
0,0,5,3,3.0,78,2,1,4.0,1,Արաբկիր,198000.0
1,0,9,2,2.8,92,4,1,2.0,1,Դավթաշեն,135000.0
2,1,20,18,3.0,90,3,1,0.0,2,Արաբկիր,196000.0
0,0,5,3,3.2,40,2,1,2.0,2,Արաբկիր,199000.0
0,0,5,4,2.75,102,4,1,0.5,2,Քանաքեռ-Զեյթուն,115000.0
0,0,4,4,3.0,80,3,1,0.5,3,Քանաքեռ-Զեյթուն,104000.0
0,0,4,2,3.2,56,2,1,3.0,1,Կենտրոն,165000.0
0,0,5,3,2.75,67,3,1,2.0,0,Աջափնյակ,102000.0
0,0,5,4,2.7,75,3,1,4.0,2,Նուբարաշեն,86045.0
0,0,5,5,3.5,66,2,1,4.0,2,Արաբկիր,230000.0
1,0,9,2,2.8,95,4,1,2.0,0,Մալաթիա-Սեբաստիա,148000.0
0,0,5,1,2.8,66,3,1,4.0,1,Արաբկիր,120000.0
0,0,4,3,3.0,38,1,1,3.0,2,Կենտրոն,110000.0
0,0,4,4,3.5,89,3,1,3.0,2,Կենտրոն,255000.0
2,1,10,8,3.0,46,2,1,3.0,2,Արաբկիր,138000.0
2,1,7,4,3.0,128,3,2,2.0,3,Կենտրոն,430000.0
0,0,4,3,2.8,46,1,1,2.0,0,Մալաթիա-Սեբաստիա,105000.0
2,1,10,8,3.0,131,3,2,2.0,2,Կենտրոն,440000.0
0,0,3,2,3.2,74,3,1,1.0,2,Արաբկիր,133000.0
1,1,14,3,2.75,83,3,1,2.0,2,Աջափնյակ,180000.0
2,1,14,14,3.0,87,3,2,2.0,3,Քանաքեռ-Զեյթուն,205000.0
1,0,9,5,2.75,95,3,1,4.0,2,Քանաքեռ-Զեյթուն,165000.0
1,0,12,4,2.7,64,2,1,1.5,0,Նոր Նորք,80000.0
1,0,14,12,2.75,100,4,1,1.5,2,Ավան,110000.0
2,0,14,5,2.75,85,3,2,3.0,3,Մալաթիա-Սեբաստիա,100000.0
1,0,16,11,2.8,93,4,1,1.0,0,Աջափնյակ,107000.0
0,0,5,3,3.2,57,3,1,2.0,3,Արաբկիր,132000.0
0,0,5,2,3.0,71,3,1,1.5,1,Արաբկիր,150000.0
1,0,14,9,2.75,80,3,1,0.5,1,Նոր Նորք,120000.0
0,0,5,4,3.5,100,3,1,3.0,2,Կենտրոն,385000.0
0,0,4,2,3.2,60,2,1,2.0,1,Կենտրոն,214000.0
2,1,4,1,3.0,75,3,1,0.0,2,Մալաթիա-Սեբաստիա,105000.0
1,0,9,3,2.8,41,1,1,0.5,0,Ավան,68000.0
0,0,5,2,3.0,38,2,1,4.0,1,Արաբկիր,118000.0
2,1,8,4,3.0,55,2,1,0.0,2,Արաբկիր,110000.0
2,1,5,4,3.2,137,4,3,2.0,2,Նորք-Մարաշ,280000.0
0,0,5,4,2.8,80,3,1,1.5,0,Էրեբունի,115000.0
1,0,16,11,2.75,90,3,1,0.5,3,Աջափնյակ,97000.0
0,0,5,5,2.5,31,1,1,0.5,2,Շենգավիթ,52000.0
2,1,16,9,2.8,79,3,1,0.0,2,Նոր Նորք,109512.0
0,0,5,1,2.75,107,4,1,1.5,1,Մալաթիա-Սեբաստիա,110000.0
1,0,9,8,2.75,80,3,1,0.5,0,Մալաթիա-Սեբաստիա,85000.0
2,1,13,10,3.0,56,3,1,4.0,0,Արաբկիր,199000.0
0,0,4,2,3.0,40,2,1,2.0,1,Արաբկիր,98000.0
0,1,7,4,3.0,60,3,1,2.0,1,Շենգավիթ,90000.0
1,0,12,11,2.8,27,1,1,2.0,2,Կենտրոն,96000.0
1,0,9,2,2.6,78,3,1,3.0,0,Նոր Նորք,90000.0
2,1,9,8,3.0,124,4,2,4.0,3,Արաբկիր,336500.0
0,0,5,3,2.7,44,1,1,2.0,3,Նոր Նորք,70000.0
1,0,5,5,2.7,64,3,1,0.5,1,Նոր Նորք,80000.0
0,0,5,1,2.8,50,2,1,4.0,1,Մալաթիա-Սեբաստիա,89000.0
1,0,10,9,2.75,69,3,1,2.0,0,Արաբկիր,125000.0
2,1,14,6,3.0,122,5,2,2.0,2,Արաբկիր,320000.0
1,0,9,9,2.8,73,3,2,1.5,3,Կենտրոն,220000.0
1,0,9,4,2.8,45,2,1,2.0,0,Կենտրոն,150000.0
0,1,5,2,3.0,75,3,1,2.0,2,Նոր Նորք,160000.0
2,1,20,16,3.0,88,2,1,0.0,2,Արաբկիր,160000.0
1,0,9,5,2.8,95,3,1,1.5,3,Մալաթիա-Սեբաստիա,105000.0
1,0,9,8,2.75,44,2,1,2.0,1,Էրեբունի,68000.0
0,0,5,1,2.75,105,5,1,0.0,0,Աջափնյակ,120000.0
2,1,9,8,3.0,91,3,2,4.0,2,Արաբկիր,260000.0
0,0,5,2,2.8,140,3,2,2.0,2,Կենտրոն,330000.0
2,1,18,5,3.0,60,2,1,2.0,2,Աջափնյակ,140000.0
2,1,14,8,3.0,82,3,2,4.0,2,Նոր Նորք,260500.0
2,1,6,5,3.0,62,2,1,3.0,2,Կենտրոն,235000.0
0,0,5,4,3.0,60,3,1,4.0,2,Կենտրոն,205000.0
1,0,16,4,2.8,105,3,2,4.0,1,Կենտրոն,230000.0
0,0,4,4,2.6,80,4,1,3.0,1,Աջափնյակ,92000.0
0,0,5,5,2.8,45,2,1,4.0,1,Արաբկիր,101000.0
0,0,7,7,3.0,77,3,1,2.0,1,Արաբկիր,149000.0
2,1,17,2,3.0,123,4,2,0.0,3,Մալաթիա-Սեբաստիա,175000.0
1,0,9,5,2.75,74,3,1,1.5,0,Էրեբունի,93000.0
0,0,5,3,2.75,74,3,2,2.0,2,Քանաքեռ-Զեյթուն,108000.0
0,0,5,5,3.2,113,4,1,4.0,2,Կենտրոն,210000.0
0,0,5,3,2.75,58,2,1,0.5,2,Արաբկիր,109000.0
0,0,5,1,2.8,95,4,1,0.5,2,Աջափնյակ,115000.0
0,0,5,2,2.7,93,3,1,4.0,1,Էրեբունի,150000.0
1,0,14,3,2.75,67,2,1,2.0,0,Մալաթիա-Սեբաստիա,95000.0
1,0,9,6,2.75,97,3,2,3.0,3,Էրեբունի,103000.0
2,1,14,4,3.0,126,4,3,4.0,3,Քանաքեռ-Զեյթուն,306000.0
2,1,11,8,3.0,75,2,1,4.0,2,Նոր Նորք,135000.0
1,0,9,4,2.8,97,3,1,0.5,3,Մալաթիա-Սեբաստիա,122000.0
1,0,9,2,2.75,65,2,1,3.0,2,Մալաթիա-Սեբաստիա,105000.0
1,0,16,14,2.7,50,2,1,2.0,0,Աջափնյակ,73000.0
2,1,14,7,3.0,112,3,2,4.0,1,Կենտրոն,380000.0
2,1,12,5,3.2,70,2,2,0.0,2,Կենտրոն,444000.0
2,1,18,16,3.0,89,3,1,4.0,2,Քանաքեռ-Զեյթուն,210000.0
0,0,5,5,2.75,86,3,2,0.5,0,Արաբկիր,120000.0
2,1,14,11,2.8,62,2,1,2.0,2,Աջափնյակ,100000.0
1,0,9,9,2.8,40,2,1,2.0,1,Կենտրոն,130000.0
0,0,5,2,2.8,65,2,1,2.0,3,Աջափնյակ,97000.0
2,1,17,6,2.8,48,2,1,2.0,2,Մալաթիա-Սեբաստիա,108000.0
2,1,16,2,3.0,37,1,1,0.0,1,Նոր Նորք,64800.0
0,0,7,4,2.75,40,2,1,4.0,1,Կենտրոն,138000.0
1,0,9,2,2.8,78,3,1,1.0,2,Նոր Նորք,120000.0
1,0,9,1,2.8,66,3,1,2.0,1,Մալաթիա-Սեբաստիա,100000.0
2,1,12,7,3.0,108,3,2,0.0,0,Արաբկիր,250000.0
2,1,13,13,2.8,142,2,1,0.0,2,Քանաքեռ-Զեյթուն,255000.0
1,0,9,3,2.75,50,2,1,2.0,2,Կենտրոն,124000.0
0,0,4,2,2.5,40,1,1,3.0,0,Աջափնյակ,60000.0
2,1,6,2,3.0,66,3,1,2.0,2,Կենտրոն,185000.0
0,0,5,4,3.2,65,3,1,2.0,1,Արաբկիր,129000.0
0,0,5,3,2.75,43,1,1,1.0,0,Արաբկիր,88000.0
1,0,9,7,2.8,71,2,1,3.0,2,Մալաթիա-Սեբաստիա,94700.0
2,1,15,10,3.0,100,3,1,0.0,2,Քանաքեռ-Զեյթուն,235000.0
1,0,9,2,2.75,50,2,1,0.5,0,Դավթաշեն,80000.0
1,0,9,4,2.75,97,3,1,2.0,3,Դավթաշեն,150000.0
2,1,9,3,3.0,69,3,2,0.0,2,Կենտրոն,173000.0
0,0,5,4,3.5,100,3,1,0.0,2,Կենտրոն,400000.0
2,1,9,3,3.0,107,4,2,2.0,3,Դավթաշեն,210000.0
0,0,5,5,3.0,78,3,1,2.0,0,Կենտրոն,265000.0
0,0,2,2,2.8,44,3,1,1.5,1,Շենգավիթ,49000.0
0,0,5,5,3.0,99,3,1,2.0,3,Կենտրոն,190000.0
2,1,14,11,3.0,114,3,2,3.0,2,Կենտրոն,750000.0
1,0,9,6,2.75,100,3,1,3.0,3,Մալաթիա-Սեբաստիա,120000.0
1,0,13,8,2.75,91,3,1,0.5,0,Արաբկիր,127000.0
2,0,11,6,2.7,42,2,1,3.0,2,Կենտրոն,126000.0
1,0,14,4,2.75,81,3,2,0.5,0,Մալաթիա-Սեբաստիա,102000.0
1,0,11,5,2.8,74,3,1,1.0,2,Շենգավիթ,90000.0
1,0,14,12,2.8,69,2,1,2.0,0,Էրեբունի,87000.0
1,0,10,10,3.0,63,2,1,1.5,1,Կենտրոն,110000.0
2,1,5,3,3.0,72,3,1,4.0,2,Քանաքեռ-Զեյթուն,121500.0
1,0,16,7,2.8,83,3,2,0.5,1,Աջափնյակ,85000.0
1,0,9,5,2.8,45,2,1,3.0,1,Էրեբունի,75000.0
0,0,5,5,2.7,72,3,2,0.5,0,Կենտրոն,219024.0
2,1,6,2,3.0,64,2,1,0.0,3,Նոր Նորք,90000.0
1,0,14,5,2.8,78,3,2,0.5,3,Շենգավիթ,100000.0
2,1,17,15,3.2,138,4,2,4.0,3,Կենտրոն,585000.0
1,0,9,4,2.75,48,2,1,2.0,0,Արաբկիր,99000.0
2,1,13,10,3.0,74,1,1,4.0,1,Կենտրոն,185000.0
1,0,8,8,2.8,114,3,1,1.5,2,Կենտրոն,204000.0
0,1,3,3,2.7,40,2,1,2.0,1,Նոր Նորք,65000.0
1,0,9,5,2.8,90,4,1,0.5,3,Մալաթիա-Սեբաստիա,95000.0
0,0,8,6,2.75,92,3,2,2.0,2,Կենտրոն,229000.0
1,0,10,3,2.8,42,2,1,2.0,1,Արաբկիր,130000.0
1,0,14,10,2.8,40,2,1,2.0,2,Աջափնյակ,73000.0
2,1,15,5,3.0,45,2,1,0.0,1,Քանաքեռ-Զեյթուն,80000.0
0,0,5,5,2.75,75,3,1,0.5,0,Շենգավիթ,92000.0
2,1,14,3,3.0,81,3,1,2.0,2,Նոր Նորք,170000.0
1,0,16,2,3.5,75,3,1,2.0,1,Կենտրոն,220000.0
1,0,14,11,2.75,54,2,1,0.5,1,Արաբկիր,90000.0
2,0,7,5,3.0,110,3,1,2.0,1,Կենտրոն,325000.0
2,1,16,15,3.0,80,3,2,0.0,2,Նոր Նորք,107000.0
2,1,14,14,3.0,115,3,1,4.0,2,Արաբկիր,180000.0
0,0,5,5,2.8,58,2,1,2.0,2,Նոր Նորք,87000.0
2,1,13,12,3.0,110,3,2,0.0,3,Մալաթիա-Սեբաստիա,210000.0
2,1,17,11,3.0,120,4,3,0.0,2,Նորք-Մարաշ,192950.0
0,0,4,1,3.0,78,3,1,2.0,1,Էրեբունի,105000.0
1,0,9,2,2.75,78,3,1,2.0,0,Մալաթիա-Սեբաստիա,95000.0
1,0,9,7,2.8,70,3,1,2.0,0,Նոր Նորք,80000.0
0,0,5,5,3.2,96,4,2,1.0,1,Կենտրոն,240000.0
0,0,5,2,2.8,78,3,1,0.0,3,Նոր Նորք,89000.0
2,1,18,2,3.0,65,2,1,2.0,2,Արաբկիր,196000.0
0,0,5,2,2.8,100,4,2,0.5,0,Քանաքեռ-Զեյթուն,127000.0
0,0,4,4,3.0,33,2,1,3.0,0,Շենգավիթ,65000.0
1,0,9,8,2.75,69,2,1,2.0,1,Կենտրոն,170000.0
1,0,9,6,2.8,90,4,1,2.0,2,Մալաթիա-Սեբաստիա,120000.0
1,0,12,3,2.75,97,4,1,3.0,2,Կենտրոն,270000.0
2,1,3,3,3.0,75,3,2,3.0,2,Արաբկիր,135000.0
0,0,7,2,2.8,93,3,1,0.5,3,Կենտրոն,147000.0
1,0,9,4,2.75,100,3,1,1.5,0,Դավթաշեն,130000.0
2,1,12,7,2.8,67,3,1,2.0,1,Աջափնյակ,129999.0
2,1,18,12,3.0,74,3,1,2.0,2,Կենտրոն,163500.0
1,0,14,14,2.8,86,3,1,1.0,0,Շենգավիթ,99000.0
0,0,5,3,2.75,130,5,1,2.0,2,Շենգավիթ,160000.0
0,0,4,3,2.75,42,2,1,1.0,2,Էրեբունի,72000.0
1,0,9,9,2.7,65,2,1,1.0,0,Արաբկիր,95000.0
0,0,5,5,2.6,63,3,1,2.0,1,Էրեբունի,95000.0
2,1,12,3,2.8,46,2,1,2.0,1,Աջափնյակ,88000.0
1,0,9,3,2.75,80,3,2,3.0,3,Մալաթիա-Սեբաստիա,102000.0
0,0,5,4,2.75,80,3,1,3.0,3,Մալաթիա-Սեբաստիա,92000.0
1,0,9,4,2.75,40,1,2,2.0,2,Արաբկիր,87000.0
1,0,12,10,2.8,88,3,1,2.0,3,Նոր Նորք,126000.0
1,0,9,7,2.7,73,3,1,0.5,0,Աջափնյակ,95000.0
2,1,14,2,3.0,65,2,1,0.0,2,Շենգավիթ,100000.0
0,0,5,1,2.8,47,1,1,0.0,0,Արաբկիր,82000.0
1,0,9,6,2.75,69,2,1,0.5,3,Դավթաշեն,105000.0
1,0,9,6,2.75,64,2,1,0.5,0,Արաբկիր,110000.0
0,0,5,3,2.8,120,4,2,4.0,2,Էրեբունի,250000.0
1,0,14,10,2.75,65,3,1,2.0,1,Էրեբունի,105000.0
0,0,5,4,3.2,40,2,1,3.0,1,Արաբկիր,93000.0
1,0,16,5,3.0,46,2,1,3.0,0,Աջափնյակ,77500.0
1,0,9,9,3.5,91,3,2,1.5,1,Կենտրոն,355000.0
1,0,9,3,2.75,54,2,1,1.5,0,Նոր Նորք,75000.0
2,1,16,7,3.2,104,4,2,0.0,2,Կենտրոն,235000.0
1,0,9,9,2.7,80,3,1,2.0,1,Նոր Նորք,115000.0
2,1,8,2,3.2,65,2,1,3.0,2,Արաբկիր,153000.0
1,0,9,3,2.75,56,2,1,3.0,0,Շենգավիթ,75000.0
2,1,4,2,3.0,64,2,1,0.0,2,Նորք-Մարաշ,86500.0
1,0,12,12,2.8,84,3,3,3.0,2,Կենտրոն,158000.0
2,1,9,5,3.0,99,3,2,2.0,2,Արաբկիր,800000.0
2,0,10,8,2.8,69,2,1,2.0,3,Կենտրոն,163000.0
2,1,9,9,3.5,50,2,1,0.0,2,Կենտրոն,300000.0
0,0,5,2,3.0,40,2,1,4.0,1,Արաբկիր,158000.0
1,0,16,15,2.8,78,3,1,1.0,0,Աջափնյակ,92000.0
2,1,16,5,3.0,86,3,1,0.0,2,Քանաքեռ-Զեյթուն,210000.0
0,0,5,2,3.0,53,2,1,2.0,1,Արաբկիր,133000.0
0,0,4,3,2.8,80,4,1,1.5,1,Աջափնյակ,93000.0
2,1,18,10,3.0,71,3,1,4.0,2,Արաբկիր,255000.0
0,0,5,4,3.0,79,3,1,2.0,2,Կենտրոն,237000.0
1,0,9,6,2.75,42,1,1,0.5,1,Արաբկիր,72000.0
0,0,5,5,2.5,56,2,1,2.0,1,Արաբկիր,104000.0
2,0,16,9,2.8,80,3,1,2.0,3,Դավթաշեն,125156.0
0,0,5,2,2.8,54,2,1,2.0,1,Նուբարաշեն,75000.0
1,0,10,2,2.75,97,3,1,1.5,1,Կենտրոն,250000.0
1,0,5,1,2.75,75,3,2,2.0,0,Մալաթիա-Սեբաստիա,93000.0
0,0,3,3,2.75,116,3,1,0.5,2,Դավթաշեն,87000.0
2,1,8,5,3.0,56,2,1,1.5,3,Արաբկիր,127000.0
1,0,9,3,2.75,67,2,2,1.5,0,Մալաթիա-Սեբաստիա,83000.0
0,0,4,3,3.2,40,1,1,3.0,2,Շենգավիթ,62000.0
1,0,9,8,2.75,100,4,2,3.0,0,Մալաթիա-Սեբաստիա,120000.0
2,1,18,3,3.2,78,3,2,0.0,2,Մալաթիա-Սեբաստիա,119000.0
0,0,5,2,2.8,56,2,1,3.0,2,Կենտրոն,260000.0
1,0,8,8,2.75,77,2,1,0.5,0,Արաբկիր,145000.0
1,0,4,2,2.7,74,3,1,3.0,2,Քանաքեռ-Զեյթուն,90000.0
1,0,11,8,2.8,40,2,1,3.0,1,Կենտրոն,137000.0
2,1,14,11,3.0,125,4,2,3.0,3,Քանաքեռ-Զեյթուն,195000.0
1,0,9,5,3.0,80,3,1,3.0,1,Ավան,140000.0
2,1,4,4,3.2,65,3,2,2.0,1,Շենգավիթ,168000.0
1,0,16,11,2.7,43,2,1,2.0,1,Աջափնյակ,68500.0
0,0,3,2,3.5,103,4,1,0.5,1,Կենտրոն,235000.0
2,1,15,10,3.0,100,3,1,0.0,2,Քանաքեռ-Զեյթուն,215000.0
0,0,2,2,3.5,130,3,1,0.5,2,Կենտրոն,95000.0
1,0,9,2,2.75,43,2,1,3.0,1,Արաբկիր,97000.0
0,0,5,1,2.8,77,3,1,1.5,2,Արաբկիր,135000.0
2,1,10,8,3.0,126,2,1,3.0,2,Արաբկիր,355000.0
0,0,5,5,2.8,95,4,1,1.0,0,Արաբկիր,112000.0
0,0,5,4,2.7,49,1,1,0.5,0,Քանաքեռ-Զեյթուն,73000.0
1,0,9,8,2.75,90,4,2,2.0,2,Մալաթիա-Սեբաստիա,125000.0
0,0,6,4,3.2,37,2,1,3.0,2,Կենտրոն,125000.0
1,0,9,5,2.8,78,3,1,2.0,2,Աջափնյակ,110000.0
0,0,5,3,2.8,133,4,2,0.5,2,Կենտրոն,357000.0
0,0,6,6,3.0,54,2,1,0.5,0,Արաբկիր,130371.0
1,0,9,1,2.75,54,2,1,1.0,0,Դավթաշեն,73008.0
2,1,12,9,3.0,85,3,2,2.0,2,Կենտրոն,300000.0
2,1,9,9,3.2,130,4,2,2.0,0,Կենտրոն,610000.0
1,0,9,4,2.7,99,4,1,0.5,2,Նոր Նորք,98500.0
2,1,13,11,2.8,57,2,1,2.0,0,Արաբկիր,135000.0
1,0,9,4,2.7,90,4,1,1.0,0,Մալաթիա-Սեբաստիա,148000.0
0,0,5,4,2.8,101,4,1,1.0,2,Արաբկիր,135000.0
1,0,9,3,2.75,88,4,1,3.0,2,Արաբկիր,150000.0
1,0,13,12,2.8,96,4,1,1.5,3,Քանաքեռ-Զեյթուն,110000.0
2,1,12,6,2.75,42,2,1,2.0,1,Աջափնյակ,91000.0
0,0,3,2,3.5,85,3,1,1.5,2,Արաբկիր,180000.0
1,0,9,5,2.75,57,2,1,2.0,3,Դավթաշեն,90000.0
1,0,9,3,2.7,66,3,1,1.0,0,Ավան,84000.0
1,0,9,8,2.8,78,3,1,2.0,0,Էրեբունի,116000.0
0,0,6,3,3.2,92,3,1,2.0,2,Կենտրոն,500000.0
1,0,7,3,2.8,120,4,1,3.0,1,Արաբկիր,320000.0
0,0,5,2,3.0,38,2,1,2.0,2,Արաբկիր,127000.0
2,1,7,5,2.8,73,3,1,0.0,3,Աջափնյակ,145000.0
0,0,5,1,2.75,82,3,1,1.5,1,Կենտրոն,290000.0
0,0,9,2,2.8,70,2,1,2.0,0,Շենգավիթ,107000.0
1,0,16,12,2.8,87,3,1,3.0,1,Աջափնյակ,125000.0
2,1,7,4,3.0,33,1,1,2.0,2,Կենտրոն,122000.0
0,0,5,5,2.8,64,2,1,0.5,0,Շենգավիթ,75000.0
2,1,22,9,3.0,130,4,2,0.0,3,Մալաթիա-Սեբաստիա,210000.0
0,0,5,5,2.75,102,4,1,2.0,3,Նոր Նորք,125000.0
2,1,18,4,3.0,66,2,1,2.0,1,Դավթաշեն,118000.0
0,0,5,2,2.75,75,3,1,1.5,0,Արաբկիր,122000.0
1,0,15,12,2.8,42,2,1,2.0,1,Աջափնյակ,74000.0
1,0,9,6,2.75,90,4,2,2.0,2,Արաբկիր,145000.0
1,0,9,1,2.75,83,3,1,3.0,0,Դավթաշեն,148000.0
1,0,16,8,2.75,107,4,2,0.5,1,Արաբկիր,150000.0
2,1,8,8,3.0,55,2,1,2.0,2,Արաբկիր,141000.0
1,0,9,8,2.75,37,2,1,2.0,1,Կենտրոն,135000.0
0,0,6,3,2.8,60,2,1,2.0,3,Կենտրոն,245000.0
0,0,5,2,3.2,70,2,1,0.0,0,Կենտրոն,120000.0
1,0,9,8,2.75,89,4,1,0.5,0,Մալաթիա-Սեբաստիա,102000.0
1,0,9,3,2.7,76,3,1,4.0,2,Արաբկիր,147000.0
2,1,15,7,3.0,110,3,2,3.0,2,Քանաքեռ-Զեյթուն,225000.0
0,0,5,5,2.75,56,2,1,1.5,3,Նոր Նորք,75000.0
1,0,12,7,2.8,75,3,1,0.5,1,Արաբկիր,149000.0
2,1,20,8,3.0,104,3,1,2.0,2,Արաբկիր,239000.0
1,0,10,7,2.8,68,2,1,0.5,2,Կենտրոն,118000.0
2,1,5,3,3.0,75,2,1,2.0,2,Քանաքեռ-Զեյթուն,138000.0
2,1,10,10,3.0,100,3,1,4.0,3,Քանաքեռ-Զեյթուն,225000.0
1,0,9,8,2.8,42,1,1,0.0,1,Կենտրոն,93000.0
1,0,11,7,2.8,83,3,1,1.5,2,Կենտրոն,188000.0
1,0,9,8,2.75,67,2,1,0.0,2,Նոր Նորք,66000.0
0,0,5,2,3.0,64,2,1,3.0,0,Արաբկիր,132000.0
1,0,9,1,2.8,67,3,1,3.0,1,Արաբկիր,100000.0
2,1,12,8,3.0,110,4,2,2.0,2,Կենտրոն,179000.0
0,0,5,4,2.75,98,3,1,0.5,2,Արաբկիր,150000.0
2,1,14,9,3.0,59,2,1,2.0,2,Արաբկիր,140000.0
1,0,9,4,2.75,78,3,2,2.0,0,Նոր Նորք,93000.0
1,0,9,4,2.75,74,3,2,1.0,1,Մալաթիա-Սեբաստիա,98000.0
1,0,9,4,2.8,48,1,1,1.5,0,Մալաթիա-Սեբաստիա,82000.0
2,1,18,11,3.0,92,4,2,0.0,2,Արաբկիր,165000.0
0,0,4,4,2.75,31,1,1,0.5,2,Շենգավիթ,52500.0
2,1,16,11,3.0,60,2,1,4.0,2,Կենտրոն,117000.0
2,1,15,10,3.0,108,4,1,4.0,2,Շենգավիթ,260000.0
0,0,5,2,2.7,46,2,1,3.0,1,Մալաթիա-Սեբաստիա,69500.0
2,1,13,6,3.0,54,2,2,2.0,2,Կենտրոն,259000.0
1,0,13,13,2.8,98,3,1,0.5,2,Կենտրոն,135000.0
0,0,5,1,3.5,47,2,1,2.0,1,Նոր Նորք,72000.0
2,0,14,11,2.75,91,3,1,3.0,3,Մալաթիա-Սեբաստիա,128000.0
3,0,3,2,2.75,25,1,1,3.0,1,Շենգավիթ,41000.0
2,1,8,2,3.0,130,4,3,0.0,2,Արաբկիր,280000.0
1,0,10,2,2.75,70,3,1,3.0,2,Կենտրոն,215000.0
0,0,5,5,3.0,63,3,1,1.5,2,Արաբկիր,141000.0
1,0,10,10,2.75,43,2,1,4.0,1,Կենտրոն,125000.0
1,0,9,1,2.75,75,3,2,3.0,0,Մալաթիա-Սեբաստիա,92000.0
1,1,9,4,2.8,73,3,1,1.5,0,Մալաթիա-Սեբաստիա,90000.0
0,0,6,3,3.0,93,3,2,4.0,2,Կենտրոն,480000.0
1,0,9,9,2.75,68,2,1,2.0,3,Կենտրոն,105000.0
2,1,14,2,2.8,52,2,2,2.0,1,Դավթաշեն,140000.0
2,1,16,10,3.0,65,2,1,2.0,2,Դավթաշեն,135000.0
2,1,16,9,3.0,106,3,2,4.0,2,Քանաքեռ-Զեյթուն,330000.0
1,0,10,4,2.8,82,3,1,2.0,0,Շենգավիթ,106904.0
2,1,9,5,3.0,78,3,1,0.0,2,Կենտրոն,184950.0
0,0,5,1,2.8,77,2,1,0.0,0,Կենտրոն,120000.0
0,0,5,5,2.75,75,3,1,1.5,0,Մալաթիա-Սեբաստիա,87000.0
0,0,3,3,2.8,35,2,1,3.0,1,Նորք-Մարաշ,75000.0
2,1,7,5,3.0,134,3,3,4.0,2,Արաբկիր,700000.0
1,0,10,9,2.8,52,2,1,2.0,2,Կենտրոն,132000.0
2,1,14,4,3.0,96,4,2,0.0,2,Արաբկիր,210000.0
1,0,9,1,2.8,76,3,1,1.0,0,Ավան,110000.0
2,1,4,3,3.0,57,2,1,2.0,2,Նոր Նորք,126500.0
2,1,4,4,3.0,50,2,1,2.0,1,Դավթաշեն,100000.0
0,0,2,1,2.7,97,2,1,1.5,1,Քանաքեռ-Զեյթուն,120000.0
2,1,8,8,3.0,140,3,1,4.0,2,Կենտրոն,651000.0
0,0,6,3,2.8,72,2,2,4.0,2,Կենտրոն,225000.0
0,0,5,5,2.75,83,3,1,2.0,0,Կենտրոն,155000.0
2,1,16,4,3.0,122,3,1,0.0,2,Արաբկիր,185000.0
0,0,5,3,3.0,85,4,1,2.0,2,Կենտրոն,305000.0
1,0,14,13,2.75,79,3,1,1.0,2,Արաբկիր,110000.0
2,1,5,2,2.8,73,3,1,0.0,2,Նորք-Մարաշ,143408.0
0,0,6,5,3.0,56,2,1,2.0,3,Կենտրոն,285000.0
0,0,5,2,2.7,94,4,1,0.5,3,Արաբկիր,160000.0
0,0,4,4,3.5,91,3,1,0.5,1,Կենտրոն,340000.0
1,0,9,9,2.75,94,3,1,0.5,3,Արաբկիր,145000.0
1,0,14,6,2.75,82,4,2,4.0,1,Արաբկիր,168000.0
0,0,5,4,3.2,61,2,1,4.0,1,Կենտրոն,238000.0
1,0,14,10,2.8,120,4,2,2.0,2,Մալաթիա-Սեբաստիա,130000.0
3,0,5,1,2.75,30,2,1,4.0,1,Նոր Նորք,70000.0
2,1,14,14,3.0,121,4,2,2.0,2,Կենտրոն,725000.0
2,1,19,13,3.0,56,2,1,2.0,2,Արաբկիր,107000.0
1,0,9,6,3.2,83,3,1,1.5,2,Արաբկիր,148000.0
2,1,13,7,3.0,72,2,1,2.0,2,Քանաքեռ-Զեյթուն,133000.0
2,1,8,5,3.0,140,6,3,2.0,2,Նոր Նորք,220000.0
1,0,9,5,2.75,50,1,2,0.5,0,Մալաթիա-Սեբաստիա,66000.0
1,0,9,4,2.8,95,3,1,2.0,2,Քանաքեռ-Զեյթուն,214000.0
1,0,12,1,2.75,90,4,2,4.0,1,Արաբկիր,180000.0
2,1,6,2,3.5,128,3,2,0.0,3,Նորք-Մարաշ,250313.0
0,0,5,5,2.8,82,3,1,2.0,2,Արաբկիր,165000.0
0,0,4,4,2.7,40,2,1,2.0,1,Աջափնյակ,64500.0
0,0,4,3,2.7,30,1,1,1.5,1,Մալաթիա-Սեբաստիա,57000.0
0,1,14,11,3.0,54,2,1,4.0,2,Կենտրոն,225000.0
2,1,5,3,3.0,121,3,2,2.0,2,Կենտրոն,385000.0
0,0,5,5,3.2,91,3,1,1.5,3,Կենտրոն,210000.0
